id	essay	ideas	flow	coherence	vocab	grammar	overall_score
300489269	Whether children between 8 to 12 should use mobile phones to communicate with their parents or friends is a widely discuss problem. Many people believe the mobile phones are suitable for children to use. Children can use mobil phones very easily and build strong friendship by communicate with their friends on their phones, and their parents can always check their safety by their smartphone. But other people believe that children between 8 to 12 always have poor self-control so they may not focus on their study because of mobile phones. Today I will argue that children between 8 to 12 can use mobile phones, if their parent control better, smart phone will be a useful equipment for them.There are three reasons why mobile phones can be used by children. Firstly, with the development of high-technology, most of people communicate with others by using social medias on their mobile phone. Children between 8 to 12 also need to social, They can use their smartphones to build stronger friendship with their classmates or teachers. They can share their interesting things or talk about their hobby. They are only a few people and today society don't use mobile phones, that means mobile phone is the best way for children to communicate with others.Secondly, safty problem of children between 8 to 12 is very common in today. Violent incident always appear in primary school. Have children met some dangers, they can phone others for help. Parents Can also search their mobile phone location and find their children, so mobile phones make children safter. The last point is children can acquire more knowledge by using their smartphone. They can read news more efficiency and get informations which they want.There are also some positive things of children between 8 to 12 using mobile phones. The main point is the screen on mobil phone would hurt children's eyes, it must be a nagative thing for children. Another point is children between 8 to 12 should focus on their study. Study is their main mission, because of their poor self control, they may playing games or watching vedios on their phones and forget their study plan. It is also harmful.Children between 8 to 12 using mobile phones or not depends on their teachers and parents. Teachers and parents should teach children the right view of using mobile phones. They can control the time children using mobile phones, and they can force their children using mobil phone without games. Mobile phones are not harmful for children, but parents and teachers should set strict rules to make some mobile phones will always have good influence to children. Then mobile phones will help children a lot.In conclusion, I always believe that children between 8:00 to 12:00 should use mobile phones to communicate with their parents. Bible phones are convinent to use and it can also make children safter. If parents control the way their children using mobile phones better, those negative things will not effect their children's growth, so children between 8 to 12 should use mobile phones to communicate with their family and friends.	5	5	4	5	4	5
300490889	Nowadays, the public are paying more attention to the situation about their children use phone, which has been hardly seen ever before, because there are many aspects influence children's life by using phone. In my mind, I argue with the use of mobile phones for 8 to 12 year old children, they couldn't control themselves to playing mobile phone in right time and it also harmful to their health. However, the children should learn how to use the high technique equipment. They should use the reliable phone after 12 years old.First and foremost, the children who are 8 to 12 years old don't have ability to control themselves when they are playing mobile phone games and they always devote themselves to the playing things during that time, result to they maybe would pay the whole day to playing phone. Even for adults, sometime they will spend very long time for the mobile phone without attention, such as, as the report showed a news that an old man forget to close door because watched the phone then theif took his some values from his house. Even the adults couldn't control themselves for the phone sometimes, as the 8 to 12 year old children that always want to play games all day more difficult to control themselves for playing mobile phone. Due to they couldn't control the time of playing mobile phone, it is harmful to their eys and health that spend too much on the mobile phone games. Some scientists said the children prefer to playing the electronic games rather than do exercise. Especially for the 8 to 12 year old children, they need much exercise for their development of their body.Of course, in the modern society, it is necessary to learn how to use high-technique equipment for children. Earlier they learn, but earlier they could use it to learn other knowledge. The trend of using smartphone and every family it's very normal for the world.Last but not least, the mobile phone is a double-side sword, but it could benefit for your development of knowledge and vision if you could use it in proper ways. It is clear that the most children who are 8 to 12 year old don't have ability to control themselves, so the adults should teach their children how to play phone in right way or have plan to using phone, then let the children have their own phone.After 12 years old, the children would have some ability to control themselves, in that time, it would have positive effect for their life and right way.In conclusion, I disagree with the use of mobile phone for 8 to 12 year old children who are always want to relax during that time.	4	4	4	4	4	4
300479205	nowadays, with the development of technology, mobile phones are more and more popular in our lives. Especially for using of smartphones, some kids between 8 and 12, preferred to use mobile phones to communicate with their family and friends. I agree with the use of mobile phones for 8 to 12 year old children.Firstly, it is convenient for children to use mobile phones to communicate with their families and friends. If children could have mobile phones, it will be hard to get lost. According to my experience, when I was a child, my mother bought me a mobile phone. If I wanted to go somewhere such as my friends’ house, I would have a phone call to my family. They didn't worry about it if I get lost because I can use a phone to connect with him in anywhere or anytime. It is useful because my family knows where I am.Secondly, children could use smartphones to search or scan some knowledge which they want to know immediately. About 10 years ago, there were no smartphones. So I have to use computer or go to library in order to find some information which I need. For a student, it spent a lot of time on searching information and knowledge. However, we can easily find them by using mobile phones. Each smartphone provide link of internet, when A child needs some help, he or she can find almost everything on smartphones. Smartphones can reduce a lot of time to search something.Some people disagree with the use of mobile phones for 8 to 12 year old children because they think children cannot control themselves and easily attracted by medias. Not all of the things on mobile phone are valuable. Some harmful information can not guide children to a good way. More and more children use mobile phones too much because they like communicating with their friends on the Internet. In my opinion, these disadvantages could be avoided. Children between 8 and 12 need more guides from their parents but not smart phones. Parents should teach their children how to use phones in a correct way which replace making children no ways to communicate with others. It is seen as many children like the development of technology so they want to have a mobile phone. Why don't their parents teach them how to use it?in conclusion, there are more advantages than disadvantages of using mobile phones for 8 to 12 year old children. In their lives, they need keep their relationship with their family and friends.300482320 (incomplete)I disagree many children aged 8 to 12 use mobile phone. There are major three reasons.Firstly is if children could use mobile phones, almost children could not focus study. Because we can many applications like SNS, email and games in mobile phones. In old type of mobile phone can use only when we call to other people, but recently mobile phone can not only call but also play game with other people, take photos and use internet. Because there are many functions with recently mobile phones. So, many children are tend to focus on play games and use SNS and as a result, many children can't focus study. In other words, mobile phones makes interfere of children study and education, even if their parents give children to communicate with other people.Secondly is mobile phones makes children mind control. Now, many people users SNS such as Facebook, Twitter and Instagram. These SNS can contact with other people easy, but almost people come to mind which compare with other people. For example, Instagram can look other people's picture, some people compare with other people's quority of picture and quantity of “good!”. And mobile phones have addiction. In fact, Japanese almost children use smart phones for four or five hours per day, according to other study.Finally it's can leads to bully easy. In recently in Japan, that is big social problem. In Japan, almost people use “LINE”. This is chat application, and almost children use to communicate with family and children. But, this chat application can leads to bully. This bully is difficult to quit because surrounded adults like teachers and parents can't find. And bullyed side leads to suiside at worst. Of course, mobile phones is	5	5	4	4	4	4
300484040	Many children aged from 8 to 12 use mobil phones to communicate with their family and friend. Some people agree but in my point of view I disagree strongly because there is no need for buying them mobile phones and there are many reasons support my opinion.First, children from 8 to 12 are still younger and they may not appreciate the value of getting mobile phones. In addition, they can use a telephone to communicate with their parents if there is a necessity and their parents at work. Moreover, those children won't be allowed to go outside without one of their parents.Second, it might be a financial burden felt by some families to bring mobile phones for every child. In Saudi Arabia many families bring mobiles for each one of their children. At first, the child is very happy to have a mobile Like the other children in the same age but this is developed and the child doesn't satisfy with the oldest one and he wants a newest and latest edition. So, that causes a financial burden for lots of families.Third, children may use it differently. They can download games and different applications. It is very hard to prevent your child from playing games. In addition it is very hard to observe your child in every time that he spends in using mobiles.On the other hand, some people argue that children from 8 to 12 use mobile phones to communicate with their families and friends because there is a need to communicate in every time and maybe their parents are separated. So, he can communicate with their mother or father directly. Also, they argue that they can observe their child usage by download some sequity programs that help them to watch what their child does.From my experience, I don't allow to bring mobiles for my children but sometimes I give them my mobile. I notice changing in their behaviors. They become easy to cry. They become very naughty because they watch some Youtubers behave very badly and they imitate them. After that, I tried to prevent them and if they behave very well and politly, I can give them my mobile for half an hour. I can choose the content for them and I watch with them together.To sum, our children are honest and we must bring them very well. Mobile phones has more disadvantages than the advantages. It's just better to avoid your children from using mobiles until they become old enough.	3	4	4	4	4	4
300484277	There are a lot of technologies have been discovered in our world. One of these technologies is the mobile. Mobiles become most important device in human life. The Attractive designs of phones make everyone want to have one. Several children aged 8 to 12 use Smart phone nowadays and there are several Families accept that. I completely disagree with giving children aged 8 to 12 phones.The dangerous affects of using smart phones rose. Most of parents gave their children mobiles in order to be in contact with them. But these caused several problems. Children from age 8 to 12 are still very young and it is not acceptable to have phones. These aged should be under care from their parents. Phones caused a lot of health diseases such as super active that a lot of school suffer from that. Children lose their control and started to do harm things for theirselves and their friends or families.Some families gave their children phones in order to keep them queit when they go to visit someone. Children and these ages like to play and move but families didn't want them to bother them or the others. By giving the children smart phone that will kill their creative and let them suffer from health and society problems. This will also harm their eyes. The parents have to be awareness and don't give their children mobiles in these important ages.Some families said that the smartphone have smart applications and useful things which make their children learn new things and follow the technology but these also must to be limited and controled. There are a lot of games and applications harmed children and also kill some by giving them attractive things to do it until they reach to the hard and dangerous point. A lot of its stories were about young children who used phones without controling which caused problems make their families said forever.There are several things families can gave to their children such as smart games that make the child think and build something by using their hands. Such these games form the brain and let the children be more creative and smart in schools. The parents have to think in the health of their children and be aware of the dangerous affects of these smartphones.In conclusion, the world in the future need intellegent young. The children nowadays are the young of the future. Families must help them to be the man of the future.	4	3	3	3	4	3
300485722	In this era use mobile phones as particularly normal and it is not important the age to use it. Mobile phones are one of the creations of technology therefore through the time it has advanced constantly. As a result children are fascinating because of the new advanced. Some adults opinions is that mobile phones may be banned two children aged 8 to 12. Faithful from other points of view children should be communicate with their parents through mobile phones. Nonetheless this essay will argue that mobile phones may disrupt children learning and the can be at online risk.The first idea to support the statement is that mobile phone may disrupt children learning. Mobile phones provide differents way to have fun as an example games and social media, apps. While a child are using mobile can be concentrate having fun as a result they maybe avoid their studies. It can be suggest that children may bring their mobile phone to school because of this teachers may have problem while they are teaching for the lack of children attention. Nevertheless Mobile phones can have a negative impact in children learning and it can be challenge to teacher maintain their attention.Children can be at Online risk while they are using mobile phones. Today children can be connected to the internet more compared with years ago because of the new advanced of the technology. This can be a way to children be it Online risk so many places such as colleges, universities, supermarkets between others provide WiFi to usuers. As a result children can take approach of this advantages to be connected taking them on risk of abuse through the internent. Some parents may experience some issues related with the internet as an example bulling, that is caused through the Iinternet four people.Some people believe that children may be communicate with their families through mobile phones. A significant amount of people are agree with the participation of mobile phones in children life because this is a way to children be communicate with their parents. Also mobile phones are part of the society in this days. However People may not aware of the issues that can be caused from mobile phones. As a result they may provide mobile phones to their childs thinking and security but putting them at risk.In conclusion mobile phones can be a way to stop children age 8 to 12 learning. Mobile phones may bring more problems to families and solutions so for this reason parents could stop giving mobile phones to children in this age. Other way to be communicate can be email and parents may monitore the children easier being in a computer than mobile phones=============================	4	3	3	4	3	3
300469240	Nowadays, cigarettes become a serious problem in the world. It obvious many people can buy every shop which make life harmful. Many companies can get profit by selling in our society. However, many people stat that there are an increasing the number of people die caused by cigarettes has more disadvantages than benefits because it make health problem, pay a lot of money for buy it and make environment problem.The 1st and most important to support my opinion that there are very high number of people die. Caused by toxic of accumulation of cigarettes. For example cancer and lung problem stop Moreover, some people pegnent get effect from smoking cigarettes then make baby help problem as well. Particularly, many money pay a lot for health careThe second reasons support my opinion that people pay money a lot to buy cigarettes in their daily life. Even many companies control the regulation from government. Companies or manufacture must do logo or picture on the top of cigarettes but people still buy cigarettes and pay a lot of moneyThe final reason support my opinion that environment problem because make a lot of pollution air in our society. many cigarettes make some people bad habit through garbage. For example road river.In conclusion, this problem required to government and producer’s responsibility extend also	3	4	3	3	3	3
300471151	With the increasing of income, people are more likely to spend money on cigarettes. People who rely on cigarettes heavily smoke one pack of cigarettes every single day. Those companies which manufacture cigarettes gain a large amount of money from their products. Some people argue that government should limit cigarettes companies by higher tax. However, in my opinion, cigarettes manufacture companies should pay money as compensation to people who develop cancer from smoking.This first reason to support my opinion is that, many cancers are a result of smoking. There are many adverse impacts on smoking, especially on people's health. People who smoking for a long time are more likely to have cancer, for example, the cancer on lung is a common disease because of smoking. However, the cigarettes gain a large profit from their cigarettes. Therefore, cigarettes should pay money for those people who suffer from cancer, because of smoking.The research fund is the second reason to support my opion that cigarettes should pay money as compensation to people suffering from cancer. It is obvious that there is a huge experience on researching how to prohibit the cancer. Many researchers devote to research new medical technique to solve the problem of cancer. however, it need a large amount money for researching new medicines. If those companies which manufacture cigarettes are required to pay the bill for researching cancer, it would help the process of researching the cancer problems.In contrast, although smoking is a individual choose, some people argue that no one can be pushed to smoke. In fact, the negative effect is not just on the people who smoke cigarettes. According to research about family that had nearly one person smoking, the other families members could also be affected of smoking. This means that second-hand smoking has bad effects on people who are not smokers.In conclusion, cigarettes companies should pay money for people who develop cancer from smoking for its bad effects on health. There are all kinds of bad things in the cigarettes, and these bad materials can be absorbed by smoking and transferred to people. Those cigarettes companies gain lots of money, but bring healthy problems to people. Therefore, they should pay money as compensation for people who develop cancer from smoking.	5	5	4	5	5	5
300478180	Currently, people who smoke tend to decrease all over the world. There are a lot of risks because of smoking, so smokers should stop smoking. I will argue that it is good idea companies should pay large amounts of money as compensation to people who develop cancer from smoking because of costing a lot and bad for our health.Firstly, it costs a lot to buy cigarettes. In my country, cigarettes of price changed recently. These changed four hundreds yen to five hundreds yen. If we smoke a box everyday, where you might pay fifteen thousands yen per month. Per year, we might pay one hundred eighty thousands yen. It is too much for us.Secondly, smoking is bad for our health. Cigarettes are contained so many harmful things. It is very dangerous not only smokers but also non smokers. Also, smokers tend to show symptoms of serious ills, short temper, selfishness, losing perspective, eagerness of learning and so on. Especially, it is too terrible for women who have babies in their stomach babies might not be born activity.On the other hand, smokers love cigarettes like children love snacks. Smokers worked hard, then they smoke because it is relaxable to smoke for them. They might think people who smoke are very cool especially, men.In conclusion, it is good idea that companies should pay large amounts of money. I think the number of smokers are decreasing because high costs, getting serious ills, but there are many smokers in the world, so companies have to pay more money and then smokers need to stop smoking. I think healthy life is the best way to our life. Everyone have to live on comfortable.	4	4	4	4	4	4
300476975	I think that companies which manufacture cigarettes pays large amounts of money as compensation to people who develop cancer from smoking is very good idea.Today, a lot of cities, shops are separating smoking area in the world. And the price of cigarettes gradually increased. Therefore, people who smoking are decreasing now.If companies which manufacture cigarettes pays a lot money, people who don't smoking get a lot benefit. Firstly, people who don't smoking will increase more and more.To pay a lot of money for people means becoming higher the price of cigarettes. I think it will also happen to decrease people who smoking.In addition, I believe that the number of people who have an cancer or a lot of disease by cigarettes will decrease.On the other hand, many people will disagree to this idea. Because only people who don't smoking have profits. And of course, the companies should pay a lot of money. I think the important point is reliability. Companies or people who smoking. Which has the reliability of cancer problem. I think both.In my conclusion, companies should pay a lot of money as compensation. But people who smoking also should pay money as compensation. And, everyone related to smoking should have reliability.	4	4	4	3	3	4
300478707	Generally, the number of people who have cancer from smoking is increasing and we see the people who use cigarettes somewhere. Some people describe that companies which manufacture cigarettes should pay large amounts of money as compensation to people who develop cancer from speaking, it seems good idea. There are the reasons below that supporting the idea.At first, it costs not only much money but also take a long time in order to treat cancer. Do you know how much costs to treat the cancer from smoking? Actually, it costs a large amounts of money. For instance, my uncle was heavy smoker and he took a lot of cigarettes in a day so he got cancer. He could get well by a treat but he lost a large amount of money. Because of the cigarettes from the company, he got the cancer. Therefore companies ought to pay the fee.Second, as you know, cigarettes have addiction so it is difficult to quite using it. In other word, the patients can't quite using it easily if they want to quite it. In the TV, we sometimes watch the documentary that people who worry about smoking addiction. They seem so annoyed about it and feel uncomfortable if they stop using it. The responsibility is in company without consumer who used cigarettes.Finally, they have cancer from smoking increase more, they can't live longer and it relates decreasing of population in the country. And contemporary society, the average die age tend to become short compared with previous the average of it. Nowadays, it is extremely big problem in all over the world, so in order to live longer, company stop this tendency by paying money that treat the cancer for people who have cancer.To sum up, the responsibility of having cancer is not an individuary person but in company that manufacture cigarettes that source of cancer. Therefore, companies which manufacture cigarettes should pay large amount of money as compensation to people who develop cancer from smoking for consumer’s health.	4	4	4	4	4	4
300422495	Cigarettes become very common in our life. With the social development cigarette become main industry for some companies. Nowadays some companies make many cigarettes with cheap price. Most people easy to buy cigarettes. This situation brings some issues full of humans life like, some people develop cancer from smoking. Therefore some people think companies which industry cigarettes should pay mini for people who have cancer from smoking but I consider that companies shouldn't pay large amounts of money as compensation to people, because people develop cancer with cigarettes that isn't responsibility for companies and every adult could control themselve.Firstly people cancer with cigarettes that isn't responsible for companies. As a company that only make cigarettes and sell it. The company don't told people, which is nessery for people life. When people have big stress they will smoking. Therefore most time people smoking by themselve. for cigarettes company that neve tall people cigarettes, which have benefits for people's health. Therefore cigarettes shouldn't pay amounts of money is compensation to people.Secondly, every adult should have controlling ability. In some countries like New Zealand, only adult could buy cigarettes. Why adults different with children because most adults have controlling abilities. When that companies sell their cigarettes, every cigarettes has a sentence or bad pictures on the box. Therefore when the adults by a series, they aware the sentence meaning, so they should to control themselve without smoking. When a person become a adults they have controlling ability already. There when they got cancer, they to solve disease by themselve.Finally some believe that if many people develop cancer, if the company doesn't sell cigarettes then that the people can't a place to buy a cigarettes. In this way will less people develop cancer. Howeve, when people want to smoking, they will have many methods to get a cigarettes after that people develop cancer so stop it isn't responsibility to a company, so why a company need to pay compensation to people with smoking? Most cigarettes companies tall people smoking is very bad people's health.In conclusion, companies shouldn't pay money for people who develop cancer from smoking companies only make cigarettes keep health is compusry and responsibility for a person.	4	3	4	3	4	3
300445396	Today, there is an increasing number of people who are suffering from lung cancer due to the tobacco consumed. Therefore, somebody claim that the tobacco companies should take the responsibility and invest in the compensation for developing cancer. In my opinion, the tobacco companies should not take charge of that, because smoking is personal activity and the cigarette company might increase the price of tobacco to earn the money back.Firstly, smoking is personal activity. In other words, smokers should take charge of their health and give up to smoke. That means if people do not want to suffer from the cancer, they would chose to use electronic cigarettes even give up smoking. In addition, if the rate of cancer caused by the tobacco decline, more people might not fear to the health problems and start smoking in an young age. So, but best solution of reducing the rate of cancer is persuade people to give up tobacco. On the other hand, some people claim that the cigarette companies should invest in developing cancer because the companies are wealthy. We cannot deny the fact but the tobacco companies are wealthy and have the ability to develop cancer. However, the expendeture of cancer study might make no sense to them, thus they are not willing to do that. If they are asked to invest in the cancer study, they might increase the price of cigarettes. In other words, the investors are the smokers instead of the cigarette companies.In conclusion, smokers should take charge of their health and give up cigarettes, which is the best strategy to keep away from the lung cancer.	5	4	4	4	5	4
300446931	Since humanity entered the 21st centry, health issue has already became a big question for everybody. Currently, there is a widespread concern over the issue is that tobaccos’ companies needs spend large amount of money to help people deal with cancer from smoking. This essay will argue that tobaccos’ companies needn't pay large amounts of money as compensation to people who develop cancer from smoking, Because cigarettes is consumers own choice and those companies has already helped lots of economic industrys develop.First of all, tobacco is consumers own opition. As we all know, cigarettes companies fundamental function is a company, which need earn the money. In economic theory, consum behavior will impact product. For example, nowadays a vast majority of tobacco companies will not have advertisement and also have some warning on it’s products, but still lost of consumer willing to spend a large of money on this and have cancer finally. In some, consumers behavior, especially for bad behavior, needn’t let companies pay for it.For the second view, a large number of cigarettes companies has already spent money on local area’s economic development. Ta Shan which is a popular cigarettes bround amoung Chinese consumer because of it’s approach prices. This companies localed in a very poor area in South west of China spite of the fact that it is a tobacco company. It still spend a large amount of money on local areas economic and education, and then helped that areas people have a happiness lifestyle. In the world, there still have lots of companies who like Ta Shan and we can't let them pay more, because they have already did it.On the contrary, some people think tobacco is the elements evil, if companies will not product it. Why some people will have carncers? It is currecy that cigarettes is a harmful product and lots of people don't like it, but like a saying ‘lives thing have their own theory’ most of consumer willing put money on it and it can help govenment get more tax. In many contries tobacco have a heavy tax and companies and consumers need pay some extar money on it, and so on, they needn't pay others like help cancer illness.In conclusion, this essay has argued that tobaccos’ companies needn't pay extra money as compensation to people who develop cancer from smoking because it's consumers own choice and tobacco’s companies has already did some positive things. In addition, if tobacco companies need be more sustainable, must do some thing and consumer need do it too.	5	4	5	4	4	4
300444606	Currently, smoking problem has become one of the most pressing issue on the international agenda. Compared with the past, a increase number of people have cancer because of smoking. It is generally accepted that companiese which produce cigaretts should pay certainly money for the health care of those smokers who buy their products. This method can not only reduce the economic burden of government, but also pay responsibilities for their consumers.First and foremost, tobacoo compaines can help government to solve a part of economic burden of public medical resources. Smokers have consumed a significant number of money to gain the treatment for their diseases, in particular the cancer. It has increased the economic burden of government, they have to spend a large amount of money to support the public medical resources. This means that government will reduce the investment for other social problems, such as education and transportation. Therefore, fat companies which manufacture cigarettes should pay a considerable money is compensation to those tobacoo consumers. It is a effective way to solve the deficit problem of government.Another reason is that cigarettes can be limited by compensation fees that companies must to pay. The cigarettes can make the companies to profit from sale and export, yet it will damage environment and the health of people. Some of countries want to limit the tobacoo industry through taxing, but it doesn't a effective method. If those companies have to pay money for their consumers health conditions, they will be limited to sale the cigarettes. This way is not only solve the limit of cigarettes saling problem, but also make that compaines have responsibilities for their consumers.Some people argue that the companies don't have to pay extra money for cancer patients due to smoking, they should responcible themselves. It is true that not every smoker will have cancer or other health problem. However, the companies sale a large amount of cigarettes have certainly impact on this problem. Therefore, they should pay the responsibilities to help government solve this problem, and protect their consumers health.In conclusion, although people should responsible for themselve health problem, that tobacco companies also should pay money for cancer patients, because they should pay responsibilities.	4	4	4	4	4	4
300473269	What is the trend of current world? Actually, to develop technology has become a priority for almost all countries. It was but hundred years ago, when the first computer wasn't painted, people's life was altered. In twenty first century, mobile phones with Internet came to our life. However, the discussion on whether smartphones are conductive to teenagers is a hot issue. Some people think phones should be given to people aged 8 to 12 because it is useful for communicating with families. While I believe that smart phones should be banned for young children who are 8 to 12 because of the disadvantages of social media and the lack of self-control.It is undeniable that cell phones could be the distraction for children's study. It's probably because young children do not have the ability to concentrate on what they are able to do. Instead, they are curious of cell phones with additional functions such as chatting software or Internet. In this way, their academic results may be affected. What is more, children are too young to manage their time well. For example, some of them are more likely to use their phones during the class, that will puzzled the teachers as well. Thus, the young age caused children to use phones incorrectly.Another point is that social media plays a major role in smart phones. This could affect children to access some trash information. For instance, there are many porns or violent videos attached in advertisements. Children during that age are prone to be attracted by those information, so that their mental health would not be protected. Moreover, they may tend to do some harmful things for society if they watched the anti-behavior related videos. For example, students are more likely to imitate the drunks to destroy the street. Therefore, mobiles phone could be harmful for those young people.Although some people may say phones could build connection between parents and children. In this way, their safety could be ensured somehow. However, to acquire the information about children's, there are many alternative ways, such as calling teachers, asking headmasters or consulting their classmates. Compared with the disadvantages of mobile phones, banning phones are possibly benefit for young children's health.In conclusion, the conductive as it is to communication, their shortage of phones other way the benefits for those aged 8 to 12. Maybe provide phones when they are older could be better for both children and family.	5	4	4	4	4	4
300476977	Recently, technology enables people to live conveniently and get a variety of benefits. Accordingly, more young people tend to use mobile phones compared to previous years. I strongly disagree this argument that the use of mobile phones for children between 8 and 12 years old because it is possible that the lack of communicate skill and face to face and it might lead to bullying.The first reason I want to be opposite position of the argument is that young people have a possibility to lose communicate with other people directly. For example, if young people usually use mobile phones such as iPhone and Android as a communication tool, they are able to contact to other people indirectly. It can indicate that young people might prefer online communication to direct communication. And they cannot communicate with other people in face to face very well.in addition, the use of mobile phones in young age (8 to 12 year old) can lead to bullying. In fact, bullying is one of the most serious issues in school. Moreover, one of the causes of this problem is mobile phones. Most of young people don't know how to use mobile phones well. And they tend to use in wrong way as bullying. It has a bad impact on children's growth and might result in suicide.however, some may agree that the use of mobile phones for 8 to 12 aged children, claiming that it is an effective and convenient way to communicate with other people. In fact mobile phones have a plenty of benefits. But young people cannot use mobile phones very well because their brain is not growing enough. That is why disadvantage of the use of mobile phones outweighs the advantages.In conclusion, I prefer that young people should	4	4	4	4	4	4
300479609	With the development of information technology, people's life has been changed quickly. For the new generations, mobile phone has because done most frequently communication tools with their family and friends. However, some people argue that the use of mobile phones for 8-12 year old children may leads to some negative effects. Overall it is unreasonable.The first significant reason to support the use of mobile phone for teens is that this is an inevitable revolution for human being’s society. Furthermore, there many advantages in this case. For instance, teens could profit cell phone's convenience in order to improve their study performance. Especially for language learner, need dictionary may replace the traditional paper dictionary totally. Only few seconds, people will find out the word directly by search engine. By contrast, the traditional dictionary takes more time on searching process.Another reason to agree young people to maintain their mobile phones is that for the period age of 8-12 year old, security is one of the most concern for their parents. Their cell phones can give the guarantee of safe if the teens involved any incidents. Moreover, most of cell phones has GPS system nowadays. In the frequent earthquake areas, it is easier to locate people who need helps.Certainly, despite mobile phone brings many benefits for people, the negative effects still exist. For example, many children and teens overuse mobile technology and be toxided by cell phone. When they leave their phones, it occurs some negative effects such as anxiety or depress. additionally, some children stay at night in order to play cell phone games and affect their quality of sleep. Whereas, if people balance the advantages and disadvantages of mobile phone uses. It is easy to find out that the advantages of mobile phone uses outweigh the disadvantages because the above problems can be controlled with their growth.In conclusion, the development of technology can not be resisted. It might be a cliche that the technology development will modify people's life, particularly for the future generations. However, people ought to aware that they should intend to accept the new circumstances but not concentrate on their nice flash-back memories.	4	4	4	4	3	4
300484037	Do you agree that young children aged 8 to 12 can use electronic devices to communicate with people? Some people believe that children can use mobile phones aged 8 to 12, in order to keep in touch with other. However, some group disagree to let children age 8 to 12 to use electronic devices. In my opinion electronic devices has many benefits to people, including children, so children who are aged 8 to 12 can use mobile phones to communicate with their family and friends.Electronic devices, such as mobile phone, tablet and laptop have a great effect to the most of people including children. One of the benefits of using mobile phones is communicate with family and friends. For instance, from my own experience while I am studying in New Zealand I missed my family so much as well as my children missed their parents to; in this case, I always use my mobile phones to connect with my family in Saudi Arabia, in addition to that my children use phone to call their grandparent. Moreover, there are many application in mobile phones which allow you to make a call video, so my children can speak and watch their grandparent and family clearly; also, the cost of making coal is so cheap which depends on the Internet.Another advantage of using electronic devices, it has some applications that help children to learn languages in their home. For example, English cafe website, BBC learning English and many applications. I always encourage my children to use these websites, because it's free and helpfull. Learning becomes easily by using smartphone and other devices; in the past learning was difficult because if you or other children want to learn they should go to English Language instruction which coast a lot of many, also, you need to transport them to institution, now children can use smartphone anywhere and anytime to communicate or to learn.Some group believe that it's dangerous two children aged under 12 to use electronic devices, even though for communicating their family and friends. They claim that these devices might cause to children some problems, such as addiction, mental problem or wasting their time. However, children needs to use smart phone to communicate their grandparents and their friends especially they are abroad.In conclusion, the debate about young children aged under 12 who are using smartphones to communicate is ongoing and some people agree and insist to to give an opportunity to call and other disagree. In my opinion we should let our children to use these devices in appropriate way, also, te	4	4	4	3	4	4
300484657	Nowadays everyone has the right to use mobile phone for communication included the children. Because of keeping pace with technology and emergency situation, it is acceptable to allow two children to carry and use mobile phones anywhere.Specifically, this generation live in race with technology, everyday we have something new about technology to be aware about. It's common that the individual who has an advance knowledge about technology come over his/her peers. So it's a wise act to allow two children to use mobile phone not only that but engage them to use them professionally.In addition, many emergency situations required existing mobile phone. So carrying mobile phone for children is considered as necessary act because children as all people at the risk of unexpected accidents and it is possible to need to mobile phone to contact in emergency situation. However many parents use sharing location lively property with their children to watch them in addition to regular usage of mobile phone like voice call or text message or even social media apps.On the other hand, children are at great risk to be mobile phone addicts but if we look again to mobile phone addiction we absolutely find out that this problem is sprude for all ages, so I think that banning mobile phone for children escaping from the addiction problem is not effective solution.To sum up, children could use mobile phones in professional way if way encourage them to use smartphones for get full advantages of this developing technology	4	4	4	4	4	4
