id	overall_score	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
288	8	382	26	14.692307692307692	7.47	0.0467	35.29	0.02617801047120419	27	0.28534031413612565	0.015896164503427155	0.02617801047120419	0.0015698587127158557	0.015706806282722512	0.0010204081632653062	0.002617801047120419	0.00020554984583761563	0.002617801047120419	0.00023282887077997672	0.002617801047120419	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.53	0.43	148	75.0	6.1	10.3	6.1	6.95	7.0	6.04	7.0	3.376083314644539	22.37	1.9	3.358508948194661	256	41	1484	1523	26	343	477	13.2	0.08	1.4	148	147	146	348	347	346	91	173	0.526	175	57	0.3257	20	11	0.55	1	0.11207	39	1	6	0.01724	1	29	0.08333	1.45
289	10	456	21	21.714285714285715	5.19	0.0561	28.57	0.019736842105263157	49	0.32456140350877194	0.021583782995479073	0.03508771929824561	0.002511773940345369	0.013157894736842105	0.0010204081632653062	0.0	0.0	0.006578947368421052	0.0006984866123399302	0.0021929824561403508	0.00024378352023403217	0.0021929824561403508	0.0002718129926610492	0.0043859649122807015	0.000584966364434045	0.0	0.0	0.0	0.0	0.0021929824561403508	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0021929824561403508	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0043859649122807015	0.00033090668431502316	0.0	0.0	49.88	0.5	202	60.65	9.5	11.8	9.8	8.53	10.833333333333334	7.22	10.0	4.578214285714285	27.03	2.7	5.066461904761905	280	48	1781	1840	21	400	585	19.0	0.05	1.5	202	201	200	405	404	403	137	221	0.6199	184	65	0.3533	41	21	0.5122	1	0.11111	45	2	13	0.0321	2	5	0.01235	0.12
290	11	611	29	21.06896551724138	5.26	0.0935	41.18	0.011456628477905073	69	0.31260229132569556	0.02785474697389529	0.057283142389525366	0.005494505494505495	0.016366612111292964	0.0017006802721088435	0.004909983633387889	0.0006166495375128469	0.0	0.0	0.0016366612111292963	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016366612111292963	4.462492748449284e-05	0.0	0.0	0.0016366612111292963	0.00016545334215751158	0.0	0.0	47.55	0.48	262	61.16	9.3	11.5	10.5	9.81	13.0	7.29	10.0	4.5549589674436515	37.96	2.6	5.0398350863674315	370	63	2508	2584	29	537	779	18.5	0.05	1.5	262	261	260	551	550	549	193	288	0.6701	263	69	0.2624	47	28	0.5957	1	0.08348	46	3	11	0.01996	3	32	0.05808	0.68
291	11	513	32	16.03125	7.24	0.0561	42.02	0.03313840155945419	67	0.28460038986354774	0.021292110252296922	0.05458089668615984	0.004395604395604396	0.017543859649122806	0.001530612244897959	0.009746588693957114	0.0010277492291880781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.23	0.5	222	65.62	7.6	10.7	8.7	9.45	8.833333333333334	7.66	9.0	4.145180630397874	31.41	2.3	4.692438311065181	303	54	2057	2138	31	437	641	14.1	0.07	1.5	222	221	220	442	441	440	166	252	0.6587	190	56	0.2947	63	37	0.5873	1	0.09729	43	2	10	0.02262	2	10	0.02262	0.16
292	11	597	36	16.583333333333332	6.83	0.028	43.7	0.031825795644891124	78	0.2931323283082077	0.025521365028438093	0.04355108877721943	0.004081632653061225	0.020100502512562814	0.0020408163265306124	0.0033500837520938024	0.00041109969167523125	0.005025125628140704	0.0006984866123399302	0.0016750418760469012	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016750418760469012	4.462492748449284e-05	0.0	0.0	0.006700167504187605	0.0006618133686300463	0.0	0.0	47.82	0.48	252	73.68	6.6	9.9	7.9	8.52	10.333333333333334	7.63	8.0	4.16710732565579	35.98	2.2	3.9733160162081465	373	50	2369	2449	36	521	744	14.5	0.07	1.4	252	251	250	527	526	525	199	310	0.6419	217	53	0.2442	73	48	0.6575	1	0.09298	49	1	21	0.03985	1	14	0.02657	0.19
293	8	274	17	16.11764705882353	6.85	0.0374	19.33	0.043795620437956206	22	0.27007299270072993	0.010791891497739537	0.032846715328467155	0.00141287284144427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036496350364963502	4.462492748449284e-05	0.0	0.0	0.0072992700729927005	0.00033090668431502316	0.0	0.0	43.55	0.44	108	73.07	6.8	9.2	8.1	7.94	6.5	6.47	7.0	3.8062801762114535	15.57	2.2	3.4720334214390594	149	17	1010	1060	15	227	322	15.1	0.07	1.4	108	107	106	248	247	246	64	119	0.5378	129	44	0.3411	24	10	0.4167	1	0.06048	15	3	5	0.02016	3	9	0.03629	0.38
294	10	519	26	19.96153846153846	5.57	0.028	30.25	0.08670520231213873	43	0.2543352601156069	0.019250401050021876	0.011560693641618497	0.0009419152276295133	0.0019267822736030828	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019267822736030828	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019267822736030828	0.00510204081632653	0.0038535645472061657	0.00033090668431502316	0.0038535645472061657	0.0017406440382941688	38.97	0.39	182	76.45	7.6	10.1	9.0	7.08	8.0	6.89	8.0	4.471693769998117	29.34	2.0	3.191612723508376	355	34	1940	1997	23	462	610	20.1	0.05	1.3	182	181	180	467	466	465	124	236	0.5254	231	58	0.2511	58	29	0.5	1	0.08994	42	3	17	0.0364	3	33	0.07066	0.57
295	10	392	25	15.68	7.23	0.028	40.34	0.08673469387755102	43	0.29336734693877553	0.016771182732973604	0.030612244897959183	0.0018838304552590266	0.02040816326530612	0.0013605442176870747	0.0	0.0	0.00510204081632653	0.00046565774155995343	0.002551020408163265	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002551020408163265	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.002551020408163265	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.24	0.46	160	72.46	7.1	11.2	9.0	9.45	8.142857142857142	7.12	9.0	4.1220204216073775	24.27	2.4	4.383028985507246	248	44	1606	1652	22	345	500	15.7	0.06	1.4	160	159	158	346	345	344	111	190	0.5842	156	49	0.3141	44	24	0.5455	1	0.06358	22	2	21	0.06069	2	13	0.03757	0.3
296	10	556	23	24.17391304347826	4.55	0.0561	37.82	0.04316546762589928	41	0.23381294964028776	0.018958728306839725	0.014388489208633094	0.0012558869701726845	0.007194244604316547	0.0006802721088435374	0.0	0.0	0.0017985611510791368	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0017985611510791368	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017985611510791368	4.462492748449284e-05	0.0	0.0	0.01079136690647482	0.0009927200529450694	0.0	0.0	34.19	0.34	173	69.96	10.1	11.9	11.7	6.85	10.5	6.55	12.0	5.278813700918963	31.22	2.4	4.932600793650794	380	45	2073	2125	19	504	679	26.5	0.04	1.3	173	172	171	506	505	504	121	241	0.5021	265	52	0.1962	39	22	0.5641	1	0.06126	31	3	30	0.05929	3	24	0.04743	0.62
297	9	530	29	18.275862068965516	6.18	0.0467	44.54	0.05471698113207547	59	0.2509433962264151	0.01939623742161295	0.0509433962264151	0.00423861852433281	0.016981132075471698	0.001530612244897959	0.005660377358490566	0.0006166495375128469	0.0037735849056603774	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018867924528301887	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037735849056603774	8.924985496898568e-05	0.0	0.0	0.0037735849056603774	0.00033090668431502316	0.0	0.0	43.28	0.43	203	61.06	9.4	11.9	10.2	9.4	13.4	7.47	10.0	4.556081201716738	32.46	2.7	5.327037184549356	314	59	2145	2210	25	466	689	18.6	0.05	1.5	203	202	201	469	468	467	150	258	0.5814	211	53	0.2512	43	27	0.6279	1	0.08742	41	2	8	0.01706	2	19	0.04051	0.44
298	8	415	26	15.961538461538462	6.81	0.028	30.25	0.024096385542168676	22	0.2433734939759036	0.014729473530698556	0.014457831325301205	0.0009419152276295133	0.012048192771084338	0.0008503401360544217	0.0	0.0	0.0024096385542168677	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0024096385542168677	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007228915662650603	0.0004963600264725347	0.0	0.0	33.77	0.34	129	73.68	6.6	10.3	6.9	7.47	10.166666666666666	5.78	7.0	3.385356763925729	24.81	1.9	3.2372779840848818	286	41	1648	1689	26	377	517	14.5	0.07	1.4	129	128	127	382	381	380	78	197	0.3959	185	51	0.2757	53	23	0.434	1	0.07853	30	2	14	0.03665	2	18	0.04712	0.34
299	8	376	21	17.904761904761905	6.21	0.0654	35.29	0.013297872340425532	19	0.2526595744680851	0.013854455301152107	0.015957446808510637	0.0009419152276295133	0.010638297872340425	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0026595744680851063	0.00016545334215751158	0.0	0.0	36.69	0.37	124	80.11	6.2	9.6	7.4	6.96	11.4	5.89	6.0	3.660651515151515	21.18	1.9	2.8077090909090905	251	26	1397	1442	20	330	440	16.5	0.06	1.3	124	123	122	338	337	336	75	175	0.4286	163	49	0.3006	39	14	0.359	1	0.07396	25	2	7	0.02071	2	2	0.00592	0.05
300	8	602	38	15.842105263157896	7.55	0.0374	32.77	0.04318936877076412	61	0.2691029900332226	0.02362549219775412	0.024916943521594685	0.002354788069073783	0.014950166112956811	0.001530612244897959	0.0049833887043189366	0.0006166495375128469	0.0033222591362126247	0.00046565774155995343	0.0033222591362126247	0.00048756704046806434	0.0016611295681063123	0.0002718129926610492	0.0	0.0	0.0033222591362126247	0.0006257822277847309	0.0016611295681063123	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016611295681063123	4.462492748449284e-05	0.0	0.0	0.0016611295681063123	0.00016545334215751158	0.0016611295681063123	0.0008703220191470844	47.71	0.48	240	73.88	6.5	10.1	7.7	7.82	8.0	7.24	8.0	3.931973013947847	33.3	2.0	3.4316876895087933	348	50	2150	2267	34	485	678	14.3	0.07	1.4	240	239	238	503	502	501	173	285	0.607	218	67	0.3073	92	43	0.4674	1	0.09344	47	2	11	0.02187	2	25	0.0497	0.27
301	9	440	29	15.172413793103448	8.1	0.0187	25.21	0.045454545454545456	49	0.2863636363636364	0.018375382820475426	0.03409090909090909	0.002354788069073783	0.013636363636363636	0.0010204081632653062	0.0	0.0	0.0	0.0	0.0022727272727272726	0.00024378352023403217	0.0022727272727272726	0.0002718129926610492	0.0022727272727272726	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.23	0.52	187	72.05	7.2	10.8	8.8	8.29	8.142857142857142	7.55	8.0	4.301269526248399	24.52	2.3	3.6276197183098597	251	40	1584	1669	22	355	508	16.1	0.06	1.4	187	186	185	358	357	356	134	210	0.6381	148	53	0.3581	82	37	0.4512	1	0.06145	22	3	14	0.03911	3	8	0.02235	0.1
302	10	661	45	14.688888888888888	7.81	0.0374	42.86	0.028744326777609682	91	0.2344931921331316	0.022604637596616597	0.0453857791225416	0.004709576138147566	0.018154311649016642	0.0020408163265306124	0.0030257186081694403	0.00041109969167523125	0.0015128593040847202	0.00023282887077997672	0.0015128593040847202	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0015128593040847202	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030257186081694403	8.924985496898568e-05	0.0	0.0	0.007564296520423601	0.0008272667107875579	0.0	0.0	41.32	0.41	238	66.74	7.2	11.4	8.4	9.67	8.857142857142858	7.26	8.0	4.040998611772173	41.73	2.5	5.443220244328098	386	92	2750	2841	44	573	873	13.0	0.08	1.5	238	237	236	576	575	574	183	339	0.5398	237	55	0.2321	80	41	0.5125	1	0.09722	56	1	17	0.02951	1	8	0.01389	0.1
303	10	522	28	18.642857142857142	6.24	0.0561	43.7	0.017241379310344827	54	0.28735632183908044	0.02187545573866122	0.03065134099616858	0.002511773940345369	0.013409961685823755	0.0011904761904761906	0.005747126436781609	0.0006166495375128469	0.0038314176245210726	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038314176245210726	0.00033090668431502316	0.0	0.0	46.1	0.46	207	69.72	8.1	10.5	9.1	7.89	15.0	6.98	8.0	4.4864287330316746	29.39	2.4	3.7234295625942693	309	40	1920	2001	24	442	625	18.4	0.05	1.4	207	206	205	449	448	447	138	251	0.5498	198	69	0.3485	47	22	0.4681	1	0.08909	40	3	20	0.04454	3	16	0.03563	0.34
304	9	608	26	23.384615384615383	4.91	0.0467	29.41	0.05921052631578947	48	0.23684210526315788	0.021000437509114775	0.019736842105263157	0.0018838304552590266	0.006578947368421052	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001644736842105263	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001644736842105263	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001644736842105263	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	37.74	0.38	200	54.8	13.8	12.2	16.3	8.6	8.833333333333334	7.58	9.0	6.281152764650283	35.02	2.7	5.925015973534972	376	40	2305	2384	16	529	730	33.1	0.03	1.4	200	199	198	530	529	528	141	299	0.4716	231	59	0.2554	89	35	0.3933	1	0.06604	35	2	19	0.03585	2	19	0.03585	0.21
305	10	575	26	22.115384615384617	5.32	0.0187	35.29	0.01391304347826087	49	0.22956521739130434	0.019250401050021876	0.020869565217391306	0.0018838304552590266	0.006956521739130435	0.0006802721088435374	0.0034782608695652175	0.00041109969167523125	0.0017391304347826088	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017391304347826088	4.462492748449284e-05	0.0	0.0	0.0034782608695652175	0.00033090668431502316	0.0	0.0	37.83	0.38	185	67.08	9.1	11.2	9.7	6.96	10.333333333333334	6.84	10.0	4.668143424138552	30.98	2.3	4.206108858019123	361	46	2013	2109	23	482	659	21.0	0.05	1.4	185	184	183	489	488	487	131	246	0.5325	243	54	0.2222	73	40	0.5479	1	0.08589	42	4	19	0.03885	4	17	0.03476	0.23
306	8	505	31	16.29032258064516	6.8	0.028	34.45	0.031683168316831684	41	0.2891089108910891	0.021292110252296922	0.02574257425742574	0.0020408163265306124	0.005940594059405941	0.0005102040816326531	0.0019801980198019802	0.00020554984583761563	0.0019801980198019802	0.00023282887077997672	0.0019801980198019802	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0019801980198019802	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019801980198019802	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0039603960396039604	0.00033090668431502316	0.0019801980198019802	0.0008703220191470844	42.76	0.43	195	73.17	6.8	10.0	7.1	7.3	10.5	6.35	7.0	3.7375555555555553	29.53	1.9	3.0355555555555553	345	44	1953	2010	30	450	615	15.0	0.07	1.4	195	194	193	456	455	454	136	238	0.5714	218	59	0.2706	42	21	0.5	1	0.06579	30	2	15	0.03289	2	29	0.0636	0.69
307	9	393	26	15.115384615384615	7.58	0.028	26.89	0.007633587786259542	41	0.35877862595419846	0.02056292839434155	0.03307888040712468	0.0020408163265306124	0.007633587786259542	0.0005102040816326531	0.002544529262086514	0.00020554984583761563	0.007633587786259542	0.0006984866123399302	0.002544529262086514	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002544529262086514	4.462492748449284e-05	0.0	0.0	0.005089058524173028	0.00033090668431502316	0.0	0.0	53.35	0.53	183	75.3	6.0	9.7	6.9	7.82	4.9	6.96	7.0	3.7082680826636047	22.9	1.8	3.1362927669345577	241	34	1500	1559	26	335	464	12.9	0.08	1.4	183	182	181	343	342	341	126	195	0.6462	148	57	0.3851	32	22	0.6875	1	0.09913	34	2	8	0.02332	2	15	0.04373	0.47
308	6	134	2	67.0	1.56	0.0093	13.45	0.12686567164179105	8	0.35074626865671643	0.006854309464780516	0.029850746268656716	0.0006279434850863422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007462686567164179	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.007462686567164179	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.5	64	-23.6	48.1	0.0	60.5	6.23	56.0	11.92	0.0	19.287732283464564	7.29	2.3	19.92254960629921	108	6	489	496	1	127	152	127.0	0.01	1.2	64	63	62	128	127	126	34	53	0.6415	75	30	0.4	7	5	0.7143	1	0.07812	10	1	5	0.03906	1	5	0.03906	0.71
309	9	436	17	25.647058823529413	4.27	0.0654	31.09	0.09403669724770643	45	0.35091743119266056	0.022312964853434446	0.01834862385321101	0.0012558869701726845	0.0045871559633027525	0.0003401360544217687	0.0	0.0	0.0022935779816513763	0.00023282887077997672	0.0022935779816513763	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022935779816513763	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	51.01	0.51	203	54.7	13.9	12.5	16.2	8.66	11.6	8.22	9.0	6.487861809045224	26.13	2.6	5.7334063651591265	294	32	1740	1779	12	398	538	33.2	0.03	1.4	203	202	201	398	397	396	137	211	0.6493	187	66	0.3529	69	33	0.4783	1	0.08543	34	2	14	0.03518	2	9	0.02261	0.13
310	10	423	17	24.88235294117647	4.63	0.0	25.21	0.07801418439716312	57	0.22695035460992907	0.014000291672743182	0.05673758865248227	0.0037676609105180532	0.02127659574468085	0.001530612244897959	0.0	0.0	0.002364066193853428	0.00023282887077997672	0.0	0.0	0.0	0.0	0.002364066193853428	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004728132387706856	8.924985496898568e-05	0.0	0.0	0.0	0.0	0.0	0.0	45.23	0.45	166	44.98	13.5	15.0	15.5	11.55	23.666666666666668	8.44	14.0	5.858085127201566	27.25	3.8	7.455211350293542	241	60	1795	1855	14	365	597	26.1	0.04	1.6	166	165	164	367	366	365	124	200	0.62	167	42	0.2515	66	30	0.4545	1	0.12534	46	2	16	0.0436	2	6	0.01635	0.09
311	9	405	27	15.0	7.61	0.028	36.13	0.03950617283950617	32	0.2740740740740741	0.016187837246609306	0.027160493827160494	0.001726844583987441	0.009876543209876543	0.0006802721088435374	0.0049382716049382715	0.00041109969167523125	0.0024691358024691358	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0024691358024691358	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024691358024691358	0.00016545334215751158	0.0	0.0	43.38	0.43	154	81.93	5.5	10.1	6.3	6.37	6.875	6.33	6.0	3.6924783994334276	22.43	1.8	2.9578027384324836	271	36	1475	1527	24	353	476	14.7	0.07	1.3	154	153	152	355	354	353	110	177	0.6215	178	44	0.2472	41	28	0.6829	1	0.07606	27	2	10	0.02817	2	9	0.02535	0.22
