id	overall_score	Ideas_and_Content	Organization	Voice	Word_Choice	Sentence_Fluency	Conventions	total_words	total_sentences	words_div_sentences	sent_density	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types
20727	31	3	4	4	3	3	3	493	18	27.38888888888889	4.07	42	0.3367139959432049	0.02420883768411842	0.028397565922920892	0.002197802197802198	0.006085192697768763	0.0005102040816326531	0.006085192697768763	0.0006166495375128469	0.008113590263691683	0.0009313154831199069	0.004056795131845842	0.00048756704046806434	0.002028397565922921	0.0002718129926610492	0.004056795131845842	0.000584966364434045	0.0	0.0	0.004056795131845842	0.0006706908115358819	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002028397565922921	4.462492748449284e-05	0.0	0.0	0.002028397565922921	0.00016545334215751158	0.0	0.0	51.81	0.52	229
20728	44	5	4	4	4	4	4	981	37	26.513513513513512	4.43	102	0.2650356778797146	0.03791745661367945	0.03669724770642202	0.00565149136577708	0.009174311926605505	0.001530612244897959	0.011213047910295617	0.0022610483042137717	0.010193679918450561	0.002328288707799767	0.004077471967380225	0.0009751340809361287	0.004077471967380225	0.0010872519706441968	0.0020387359836901123	0.000584966364434045	0.0010193679918450561	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0010193679918450561	0.00036310820624546115	0.0	0.0	0.0010193679918450561	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010193679918450561	0.00016545334215751158	0.0	0.0	44.43	0.44	371
20732	31	4	3	4	3	3	3	845	17	49.705882352941174	2.08	32	0.24497041420118343	0.030188128919352488	0.015384615384615385	0.0020408163265306124	0.001183431952662722	0.00017006802721088434	0.002366863905325444	0.00041109969167523125	0.001183431952662722	0.00023282887077997672	0.001183431952662722	0.00024378352023403217	0.0	0.0	0.001183431952662722	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001183431952662722	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001183431952662722	4.462492748449284e-05	0.0	0.0	0.002366863905325444	0.00033090668431502316	0.0035502958579881655	0.0026109660574412533	30.11	0.3	246
20733	36	4	4	4	4	4	4	628	31	20.258064516129032	5.49	23	0.2786624203821656	0.025521365028438093	0.006369426751592357	0.0006279434850863422	0.0015923566878980893	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015923566878980893	4.462492748449284e-05	0.0	0.0	0.0031847133757961785	0.00033090668431502316	0.0	0.0	35.58	0.36	201
20734	43	4	4	5	5	5	5	1006	54	18.62962962962963	6.8	96	0.23161033797216699	0.03397987458072043	0.02485089463220676	0.003924646781789639	0.004970178926441352	0.0008503401360544217	0.012922465208747515	0.002672147995889003	0.008946322067594433	0.0020954598370197903	0.002982107355864811	0.0007313505607020966	0.002982107355864811	0.0008154389779831476	0.0019880715705765406	0.000584966364434045	0.0019880715705765406	0.0006257822277847309	0.0009940357852882703	0.00033534540576794097	0.0019880715705765406	0.0006798096532970768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019880715705765406	0.00033090668431502316	0.0	0.0	43.83	0.44	348
20735	20	2	2	3	3	2	2	135	4	33.75	2.92	10	0.45185185185185184	0.008896018667055564	0.022222222222222223	0.00047095761381475666	0.0	0.0	0.007407407407407408	0.00020554984583761563	0.022222222222222223	0.0006984866123399302	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014814814814814815	0.00033090668431502316	0.0	0.0	54.01	0.54	74
20736	45	5	5	5	5	5	5	833	41	20.317073170731707	5.66	67	0.30012004801920766	0.036459092897768705	0.025210084033613446	0.0032967032967032967	0.007202881152460984	0.0010204081632653062	0.0024009603841536613	0.00041109969167523125	0.0024009603841536613	0.00046565774155995343	0.0012004801920768306	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012004801920768306	0.00016545334215751158	0.0	0.0	41.71	0.42	302
20737	40	4	4	5	4	4	4	593	38	15.605263157894736	7.1	25	0.3254637436762226	0.028146419717077438	0.016863406408094434	0.0015698587127158557	0.0016863406408094434	0.00017006802721088434	0.0016863406408094434	0.00020554984583761563	0.0	0.0	0.003372681281618887	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016863406408094434	0.00016545334215751158	0.0016863406408094434	0.0008703220191470844	42.06	0.42	225
20739	30	3	3	4	3	3	3	831	52	15.98076923076923	6.94	27	0.2695547533092659	0.03266734723640076	0.010830324909747292	0.00141287284144427	0.0024067388688327317	0.0003401360544217687	0.0024067388688327317	0.00041109969167523125	0.0036101083032490976	0.0006984866123399302	0.0012033694344163659	0.00024378352023403217	0.0012033694344163659	0.0002718129926610492	0.0024067388688327317	0.000584966364434045	0.0	0.0	0.0012033694344163659	0.00033534540576794097	0.0	0.0	0.0012033694344163659	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0012033694344163659	0.00047938638542665386	0.0	0.0	0.0	0.0	0.0012033694344163659	0.0005339028296849973	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0036101083032490976	0.0004963600264725347	0.0	0.0	35.78	0.36	268
20741	35	4	4	4	4	4	4	329	30	10.966666666666667	10.71	24	0.3617021276595745	0.017354528219337903	0.0182370820668693	0.0009419152276295133	0.00303951367781155	0.00017006802721088434	0.0060790273556231	0.00041109969167523125	0.0060790273556231	0.00046565774155995343	0.00303951367781155	0.00024378352023403217	0.00303951367781155	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00303951367781155	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.14	0.52	146
20742	40	4	4	4	4	4	4	715	28	25.535714285714285	4.42	39	0.3034965034965035	0.031646492635263236	0.033566433566433566	0.0037676609105180532	0.005594405594405594	0.0006802721088435374	0.002797202797202797	0.00041109969167523125	0.002797202797202797	0.00046565774155995343	0.002797202797202797	0.00048756704046806434	0.002797202797202797	0.0005436259853220984	0.0	0.0	0.0013986013986013986	0.00031289111389236547	0.0	0.0	0.0013986013986013986	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0013986013986013986	0.00016545334215751158	0.0	0.0	43.22	0.43	274
20743	42	5	5	5	4	4	4	1022	61	16.75409836065574	7.12	78	0.22504892367906065	0.03354236546594721	0.02837573385518591	0.004552590266875981	0.012720156555772993	0.002210884353741497	0.010763209393346379	0.0022610483042137717	0.004892367906066536	0.0011641443538998836	0.003913894324853229	0.0009751340809361287	0.0	0.0	0.0019569471624266144	0.000584966364434045	0.0009784735812133072	0.00031289111389236547	0.0009784735812133072	0.00033534540576794097	0.0009784735812133072	0.0003399048266485384	0.0	0.0	0.0019569471624266144	0.0008281573498964803	0.0	0.0	0.0009784735812133072	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009784735812133072	0.000649772579597141	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009784735812133072	0.00016545334215751158	0.0009784735812133072	0.0008703220191470844	39.21	0.39	336
20745	34	4	4	4	4	4	3	595	7	85.0	1.35	42	0.2773109243697479	0.024063001312527345	0.010084033613445379	0.0009419152276295133	0.005042016806722689	0.0005102040816326531	0.0016806722689075631	0.00020554984583761563	0.0016806722689075631	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016806722689075631	4.462492748449284e-05	0.0	0.0	0.0016806722689075631	0.00016545334215751158	0.0016806722689075631	0.0008703220191470844	43.93	0.44	228
20746	33	4	4	4	4	3	3	948	32	29.625	3.74	43	0.23628691983122363	0.03266734723640076	0.012658227848101266	0.0018838304552590266	0.006329113924050633	0.0010204081632653062	0.0010548523206751054	0.00020554984583761563	0.0031645569620253164	0.0006984866123399302	0.0	0.0	0.0	0.0	0.002109704641350211	0.000584966364434045	0.0010548523206751054	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010548523206751054	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.002109704641350211	0.0017406440382941688	33.18	0.33	284
20747	38	4	4	4	4	4	4	395	22	17.954545454545453	6.13	34	0.389873417721519	0.022458801225025523	0.03291139240506329	0.0020408163265306124	0.012658227848101266	0.0008503401360544217	0.0	0.0	0.002531645569620253	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.53	0.52	185
20748	36	4	4	4	3	3	4	757	40	18.925	5.78	51	0.2628797886393659	0.029021437946623888	0.015852047556142668	0.0018838304552590266	0.002642007926023778	0.0003401360544217687	0.001321003963011889	0.00020554984583761563	0.003963011889035667	0.0006984866123399302	0.001321003963011889	0.00024378352023403217	0.003963011889035667	0.0008154389779831476	0.001321003963011889	0.0002924831822170225	0.002642007926023778	0.0006257822277847309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001321003963011889	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001321003963011889	4.462492748449284e-05	0.0	0.0	0.001321003963011889	0.00016545334215751158	0.001321003963011889	0.0008703220191470844	36.85	0.37	255
20751	45	5	5	5	5	5	5	687	37	18.56756756756757	5.96	50	0.3173216885007278	0.03179232900685431	0.03202328966521106	0.003453689167974882	0.002911208151382824	0.0003401360544217687	0.002911208151382824	0.00041109969167523125	0.00727802037845706	0.0011641443538998836	0.0	0.0	0.0	0.0	0.002911208151382824	0.000584966364434045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001455604075691412	0.00016545334215751158	0.0	0.0	42.03	0.42	261
20754	31	4	3	4	4	3	3	894	36	24.833333333333332	4.28	41	0.2695749440715884	0.03514656555344903	0.021252796420581657	0.0029827315541601255	0.0044742729306487695	0.0006802721088435374	0.0022371364653243847	0.00041109969167523125	0.0022371364653243847	0.00046565774155995343	0.0011185682326621924	0.00024378352023403217	0.0011185682326621924	0.0002718129926610492	0.0011185682326621924	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.85	0.34	285
20755	30	3	3	4	3	3	3	281	17	16.529411764705884	7.39	16	0.33451957295373663	0.013708618929561033	0.021352313167259787	0.0009419152276295133	0.0071174377224199285	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010676156583629894	0.0004963600264725347	0.0	0.0	49.57	0.5	114
20756	34	4	4	4	4	4	3	806	18	44.77777777777778	2.42	64	0.2990074441687345	0.03514656555344903	0.02357320099255583	0.0029827315541601255	0.016129032258064516	0.002210884353741497	0.0024813895781637717	0.00041109969167523125	0.00620347394540943	0.0011641443538998836	0.0	0.0	0.0	0.0	0.0	0.0	0.0012406947890818859	0.00031289111389236547	0.0012406947890818859	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012406947890818859	0.00016545334215751158	0.0	0.0	39.06	0.39	291
