id	overall_score	Ideas_and_Content	Organization	Voice	Word_Choice	Sentence_Fluency	Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
20830	33	3	4	4	4	4	3	697	37	18.83783783783784	5.89	0.0467	42.02	0.028694404591104734	35	0.26255380200860834	0.02668805600116669	0.01291248206599713	0.00141287284144427	0.00430416068866571	0.0005102040816326531	0.0014347202295552368	0.00020554984583761563	0.005738880918220947	0.0009313154831199069	0.007173601147776184	0.0012189176011701609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014347202295552368	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014347202295552368	0.00016545334215751158	0.0014347202295552368	0.0008703220191470844	35.67	0.36	224	86.84	5.7	6.5	6.7	5.46	10.6	5.91	6.0	3.8956603415559767	36.83	1.4	1.6007314990512338	497	12	2432	2507	34	620	756	18.2	0.05	1.2	224	223	222	628	627	626	157	317	0.4953	311	67	0.2154	49	23	0.4694	1	0.06688	42	2	32	0.05096	2	22	0.03503	0.45
20831	29	3	3	3	3	3	3	309	9	34.333333333333336	3.04	0.028	16.81	0.038834951456310676	16	0.3042071197411003	0.013708618929561033	0.022653721682847898	0.001098901098901099	0.0	0.0	0.009708737864077669	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.003236245954692557	0.0002924831822170225	0.0	0.0	0.0	0.0	0.006472491909385114	0.0006798096532970768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.85	0.39	115	72.12	11.3	7.4	12.9	5.12	13.0	6.82	13.0	5.913027210884353	16.44	1.7	3.337580952380952	249	5	1104	1119	9	294	345	32.7	0.03	1.2	115	114	113	296	295	294	63	113	0.5575	183	52	0.2842	11	8	0.7273	1	0.06081	18	2	13	0.04392	2	43	0.14527	3.91
20832	36	4	4	4	4	4	4	910	45	20.22222222222222	5.66	0.0748	42.86	0.00989010989010989	40	0.22087912087912087	0.02931311068980604	0.014285714285714285	0.0020408163265306124	0.001098901098901099	0.00017006802721088434	0.0	0.0	0.001098901098901099	0.00023282887077997672	0.002197802197802198	0.00048756704046806434	0.0	0.0	0.001098901098901099	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.001098901098901099	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001098901098901099	0.00016545334215751158	0.001098901098901099	0.0008703220191470844	31.19	0.31	248	79.3	6.5	8.0	6.7	5.39	7.666666666666666	5.61	7.0	3.721458451005562	47.3	1.7	1.86877592925403	604	33	3085	3220	45	779	1002	17.3	0.06	1.3	248	247	246	795	794	793	178	390	0.4564	405	70	0.1728	70	24	0.3429	1	0.05912	47	4	36	0.04528	4	18	0.02264	0.26
20833	40	4	4	4	4	4	4	797	57	13.982456140350877	8.62	0.0654	31.09	0.011292346298619825	60	0.2521957340025094	0.02931311068980604	0.025094102885821833	0.0031397174254317113	0.002509410288582183	0.0003401360544217687	0.005018820577164366	0.0008221993833504625	0.005018820577164366	0.0009313154831199069	0.002509410288582183	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002509410288582183	0.0006798096532970768	0.0	0.0	0.0012547051442910915	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012547051442910915	0.00510204081632653	0.002509410288582183	0.00033090668431502316	0.0012547051442910915	0.0008703220191470844	40.24	0.4	266	82.04	5.4	7.6	6.2	5.85	4.5	6.43	6.0	3.6981058360516235	40.79	1.5	1.6564162246489862	498	27	2620	2777	44	641	826	14.6	0.07	1.3	266	265	264	661	660	659	194	350	0.5543	311	72	0.2315	52	31	0.5962	1	0.0938	62	2	26	0.03933	2	21	0.03177	0.4
20835	40	4	4	4	4	4	4	732	36	20.333333333333332	5.56	0.0654	40.34	0.00546448087431694	45	0.29918032786885246	0.031938165378445384	0.03278688524590164	0.0037676609105180532	0.00819672131147541	0.0010204081632653062	0.004098360655737705	0.0006166495375128469	0.001366120218579235	0.00023282887077997672	0.0	0.0	0.00273224043715847	0.0005436259853220984	0.0	0.0	0.00273224043715847	0.0006257822277847309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00273224043715847	0.00033090668431502316	0.001366120218579235	0.0008703220191470844	42.04	0.42	272	77.77	7.1	8.4	7.9	6.44	6.714285714285714	6.3	7.0	4.0914066015120785	39.71	1.7	2.190092052369537	507	29	2609	2703	34	638	808	18.8	0.05	1.3	272	271	270	647	646	645	198	318	0.6226	329	74	0.2249	58	33	0.569	1	0.10046	65	4	38	0.05873	4	13	0.02009	0.22
20836	40	4	4	4	4	4	4	612	30	20.4	5.59	0.1028	30.25	0.026143790849673203	39	0.26143790849673204	0.02333381945457197	0.021241830065359478	0.0020408163265306124	0.00980392156862745	0.0010204081632653062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016339869281045752	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032679738562091504	0.00033090668431502316	0.0	0.0	37.8	0.38	203	69.62	8.1	11.1	9.0	7.66	11.4	6.23	9.0	4.098778488852188	34.24	2.4	4.117581833195706	376	54	2230	2331	28	519	727	18.5	0.05	1.4	203	202	201	537	536	535	138	289	0.4775	248	65	0.2621	65	18	0.2769	1	0.07821	42	3	29	0.054	3	16	0.0298	0.25
20838	27	3	3	3	3	3	3	311	19	16.36842105263158	6.74	0.028	24.37	0.03858520900321544	12	0.31511254019292606	0.014291964415925331	0.003215434083601286	0.00015698587127158556	0.003215434083601286	0.00017006802721088434	0.006430868167202572	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.13	0.41	116	90.39	4.3	5.0	4.7	4.57	4.666666666666667	5.72	5.0	3.279366157328806	16.36	1.0	0.11586308243727528	228	2	1080	1114	19	279	333	14.7	0.07	1.2	116	115	114	282	281	280	70	159	0.4403	123	46	0.374	11	10	0.9091	1	0.06738	19	1	5	0.01773	1	13	0.0461	1.18
20839	24	3	2	3	3	2	3	178	1	178.0	0.57	0.0093	10.92	0.10674157303370786	9	0.39325842696629215	0.010208546011375236	0.028089887640449437	0.0007849293563579278	0.0056179775280898875	0.00017006802721088434	0.0	0.0	0.0056179775280898875	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0056179775280898875	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056179775280898875	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	49.43	0.49	87	-63.86	65.6	0.0	82.5	3.97	50.0	14.12	66.0	25.95628571428571	8.96	1.8	26.20962857142857	162	1	606	610	1	175	189	175.0	0.01	1.1	87	86	85	176	175	174	57	73	0.7808	103	30	0.2913	6	5	0.8333	1	0.09659	17	2	13	0.07386	2	16	0.09091	2.67
20840	32	3	4	4	4	4	3	347	23	15.08695652173913	7.21	0.0467	32.77	0.0345821325648415	29	0.3861671469740634	0.019542073793204023	0.023054755043227664	0.0012558869701726845	0.008645533141210375	0.0005102040816326531	0.0	0.0	0.008645533141210375	0.0006984866123399302	0.005763688760806916	0.00048756704046806434	0.005763688760806916	0.0005436259853220984	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002881844380403458	0.00510204081632653	0.002881844380403458	0.00016545334215751158	0.0	0.0	50.78	0.51	162	80.72	6.0	8.1	6.5	6.49	8.5	6.37	6.0	3.860600788643533	19.77	1.7	2.250798233438485	237	15	1315	1346	20	317	415	15.9	0.06	1.3	162	161	160	319	318	317	102	153	0.6667	166	60	0.3614	20	12	0.6	1	0.09091	29	2	11	0.03448	2	11	0.03448	0.55
20841	33	4	4	4	4	3	3	738	38	19.42105263157895	5.73	0.1028	47.06	0.04878048780487805	52	0.2981029810298103	0.03208400175003646	0.02710027100271003	0.0031397174254317113	0.008130081300813009	0.0010204081632653062	0.0027100271002710027	0.00041109969167523125	0.005420054200542005	0.0009313154831199069	0.0027100271002710027	0.00048756704046806434	0.0	0.0	0.0013550135501355014	0.0002924831822170225	0.0013550135501355014	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0013550135501355014	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027100271002710027	0.00033090668431502316	0.0	0.0	41.48	0.41	275	87.25	5.5	7.7	6.3	4.99	8.0	6.46	6.0	4.026148771872176	38.78	1.4	1.6827951532079188	539	24	2559	2640	37	658	802	17.8	0.06	1.2	275	274	273	663	662	661	199	325	0.6123	338	76	0.2249	38	24	0.6316	1	0.08899	59	2	30	0.04525	2	30	0.04525	0.79
20842	40	4	4	4	5	4	4	1059	44	24.068181818181817	5.03	0.0748	41.18	0.016052880075542966	89	0.27101038715769593	0.04185503864663847	0.023607176581680833	0.003924646781789639	0.0056657223796034	0.0010204081632653062	0.007554296506137866	0.001644398766700925	0.003777148253068933	0.0009313154831199069	0.0009442870632672333	0.00024378352023403217	0.0009442870632672333	0.0002718129926610492	0.0	0.0	0.0018885741265344666	0.0006257822277847309	0.0009442870632672333	0.00033534540576794097	0.0	0.0	0.0009442870632672333	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018885741265344666	0.00033090668431502316	0.0	0.0	41.94	0.42	367	66.1	11.6	9.6	14.6	7.61	7.666666666666666	7.59	8.0	6.015852641763418	55.34	2.3	4.280349453138146	639	36	3557	3767	28	849	1105	30.3	0.03	1.3	367	366	365	875	874	873	290	501	0.5788	374	77	0.2059	98	45	0.4592	1	0.07543	66	2	41	0.04686	2	3	0.00343	0.03
20844	30	4	3	4	4	3	3	1080	60	18.0	6.82	0.1028	35.29	0.03148148148148148	70	0.23055555555555557	0.03631325652617763	0.024074074074074074	0.004081632653061225	0.006481481481481481	0.0011904761904761906	0.004629629629629629	0.0010277492291880781	0.004629629629629629	0.0011641443538998836	0.002777777777777778	0.0007313505607020966	0.001851851851851852	0.0005436259853220984	0.000925925925925926	0.0002924831822170225	0.002777777777777778	0.0009386733416770963	0.001851851851851852	0.0006706908115358819	0.0	0.0	0.000925925925925926	0.00036310820624546115	0.0	0.0	0.0	0.0	0.000925925925925926	0.0004380201489268506	0.0	0.0	0.000925925925925926	0.0004816955684007707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000925925925925926	0.00510204081632653	0.0	0.0	0.0	0.0	38.86	0.39	342	64.58	12.2	9.5	15.8	7.79	27.5	7.44	8.0	6.056360832404311	55.0	2.4	4.229821850613155	602	32	3492	3744	26	828	1094	31.8	0.03	1.3	342	341	340	880	879	878	250	455	0.5495	425	92	0.2165	161	50	0.3106	1	0.06364	56	2	37	0.04205	2	42	0.04773	0.26
20846	34	4	4	4	4	4	4	634	37	17.135135135135137	6.49	0.0748	39.5	0.012618296529968454	40	0.3107255520504732	0.02872976520344174	0.026813880126182965	0.0026687598116169543	0.00473186119873817	0.0005102040816326531	0.0015772870662460567	0.00020554984583761563	0.0031545741324921135	0.00046565774155995343	0.0015772870662460567	0.00024378352023403217	0.0015772870662460567	0.0002718129926610492	0.0	0.0	0.0015772870662460567	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.58	0.42	237	80.21	6.1	8.2	6.8	6.26	6.0	6.03	6.0	3.772590497737556	34.86	1.8	2.219563990318847	418	27	2299	2373	34	559	733	16.4	0.06	1.3	237	236	235	570	569	568	163	298	0.547	272	74	0.2721	31	18	0.5806	1	0.05614	32	2	26	0.04561	2	22	0.0386	0.71
20847	35	4	4	4	4	4	4	627	34	18.441176470588236	6.2	0.0561	26.05	0.012759170653907496	38	0.24401913875598086	0.022312964853434446	0.019138755980861243	0.0018838304552590266	0.011164274322169059	0.0011904761904761906	0.0	0.0	0.001594896331738437	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003189792663476874	0.00033090668431502316	0.0	0.0	34.49	0.34	189	80.82	5.9	8.1	6.0	5.51	6.0	5.86	6.0	3.6775525912967413	32.77	1.7	2.1248205116991037	401	26	2142	2231	34	538	702	15.8	0.06	1.3	189	188	187	548	547	546	124	280	0.4429	268	65	0.2425	31	17	0.5484	1	0.09124	50	2	26	0.04745	2	15	0.02737	0.48
20848	30	3	3	4	4	3	3	984	48	20.5	5.59	0.0561	42.86	0.011178861788617886	63	0.23170731707317074	0.033250692722765054	0.01524390243902439	0.002354788069073783	0.009146341463414634	0.001530612244897959	0.0040650406504065045	0.0008221993833504625	0.0020325203252032522	0.00046565774155995343	0.0020325203252032522	0.00048756704046806434	0.0	0.0	0.0010162601626016261	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0010162601626016261	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0010162601626016261	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0020325203252032522	0.00033090668431502316	0.0010162601626016261	0.0008703220191470844	33.92	0.34	291	78.18	6.9	9.2	7.1	5.63	6.857142857142857	6.17	7.0	4.074908551922386	51.19	1.8	2.4434365484318055	670	52	3345	3485	46	847	1088	18.4	0.05	1.3	291	290	289	858	857	856	212	446	0.4753	412	79	0.1917	46	28	0.6087	1	0.06993	60	1	33	0.03846	1	33	0.03846	0.72
20849	44	5	5	5	4	5	4	941	32	29.40625	3.76	0.0841	47.06	0.008501594048884165	54	0.2561105207226355	0.03514656555344903	0.022316684378320937	0.0032967032967032967	0.006376195536663124	0.0010204081632653062	0.0010626992561105207	0.00020554984583761563	0.0021253985122210413	0.00046565774155995343	0.0021253985122210413	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0010626992561105207	0.00031289111389236547	0.0021253985122210413	0.0006706908115358819	0.0010626992561105207	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0010626992561105207	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010626992561105207	0.00016545334215751158	0.0	0.0	34.39	0.34	293	68.13	10.8	9.5	12.1	6.27	11.8	6.66	12.0	5.372241509433962	51.28	2.0	3.801740911949685	676	37	3398	3491	30	848	1069	28.3	0.04	1.3	293	292	291	852	851	850	210	399	0.5263	453	83	0.1832	46	26	0.5652	1	0.07629	65	2	35	0.04108	2	41	0.04812	0.89
20850	31	3	3	4	3	4	3	272	14	19.428571428571427	5.88	0.0093	24.37	0.04411764705882353	20	0.35294117647058826	0.014000291672743182	0.025735294117647058	0.001098901098901099	0.014705882352941176	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003676470588235294	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003676470588235294	0.00016545334215751158	0.0	0.0	52.1	0.52	124	78.38	6.8	8.6	7.6	6.09	6.857142857142857	6.35	7.0	4.1275058670143405	14.69	1.8	2.352907822685789	188	12	963	1000	13	236	303	18.2	0.06	1.3	124	123	122	238	237	236	79	128	0.6172	110	45	0.4091	15	12	0.8	1	0.11345	27	2	6	0.02521	2	11	0.04622	0.73
20851	32	4	3	4	4	4	3	526	30	17.533333333333335	6.61	0.0374	26.89	0.02091254752851711	34	0.2908745247148289	0.022312964853434446	0.017110266159695818	0.00141287284144427	0.0038022813688212928	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0019011406844106464	0.00024378352023403217	0.0	0.0	0.0019011406844106464	0.0002924831822170225	0.0019011406844106464	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019011406844106464	0.0008703220191470844	40.97	0.41	186	79.3	6.5	7.6	7.2	6.03	5.875	6.25	7.0	3.933144721132526	28.04	1.8	1.6764964352720457	353	16	1834	1909	26	451	584	17.3	0.06	1.3	186	185	184	454	453	452	117	207	0.5652	247	69	0.2794	52	27	0.5192	1	0.09912	45	2	10	0.02203	2	10	0.02203	0.19
20852	40	4	4	4	4	4	4	606	36	16.833333333333332	6.81	0.0374	36.97	0.013201320132013201	58	0.3217821782178218	0.02843809246025959	0.03135313531353135	0.0029827315541601255	0.024752475247524754	0.002551020408163265	0.00825082508250825	0.0010277492291880781	0.0033003300330033004	0.00046565774155995343	0.006600660066006601	0.0009751340809361287	0.0049504950495049506	0.0008154389779831476	0.0	0.0	0.0	0.0	0.0016501650165016502	0.00033534540576794097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016501650165016502	0.00510204081632653	0.0	0.0	0.0	0.0	49.72	0.5	263	80.72	6.0	8.0	7.4	7.19	6.714285714285714	7.13	8.0	4.034743518838576	34.18	1.7	2.5163214195183783	402	24	2246	2327	33	526	685	15.9	0.06	1.3	263	262	261	529	528	527	193	297	0.6498	232	70	0.3017	40	22	0.55	1	0.08885	47	3	22	0.04159	3	16	0.03025	0.4
20853	32	4	4	4	4	3	3	594	22	27.0	4.11	0.0467	33.61	0.06902356902356903	51	0.33164983164983164	0.02872976520344174	0.021885521885521887	0.0020408163265306124	0.0016835016835016834	0.00017006802721088434	0.005050505050505051	0.0006166495375128469	0.003367003367003367	0.00046565774155995343	0.0	0.0	0.0016835016835016834	0.0002718129926610492	0.005050505050505051	0.0008774495466510676	0.003367003367003367	0.0006257822277847309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016835016835016834	0.00510204081632653	0.0016835016835016834	0.00016545334215751158	0.003367003367003367	0.0017406440382941688	46.17	0.46	247	17.82	32.2	10.5	40.7	6.52	52.0	10.57	11.0	13.83685589941973	30.67	2.4	12.82423301096067	417	10	2014	2088	6	517	636	86.2	0.01	1.2	247	246	245	535	534	533	185	264	0.7008	271	62	0.2288	43	27	0.6279	1	0.09159	49	2	24	0.04486	2	36	0.06729	0.84
20856	40	4	4	4	4	4	4	457	26	17.576923076923077	6.77	0.0467	29.41	0.019693654266958426	47	0.3063457330415755	0.020417092022750473	0.05032822757111598	0.003610675039246468	0.02188183807439825	0.0017006802721088435	0.002188183807439825	0.00020554984583761563	0.00437636761487965	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.86	0.53	203	73.58	6.6	10.0	7.7	7.88	7.2857142857142865	7.31	8.0	3.963453441295546	25.93	2.3	3.526455465587045	275	38	1687	1765	26	380	550	14.6	0.07	1.4	203	202	201	384	383	382	150	223	0.6726	161	53	0.3292	58	32	0.5517	1	0.09375	36	2	8	0.02083	2	10	0.02604	0.17
20857	36	4	4	4	4	4	4	781	43	18.162790697674417	7.33	0.0654	27.73	0.029449423815621	43	0.23175416133162613	0.026396383257984542	0.010243277848911651	0.0012558869701726845	0.0038412291933418692	0.0005102040816326531	0.0038412291933418692	0.0006166495375128469	0.005121638924455826	0.0009313154831199069	0.002560819462227913	0.00048756704046806434	0.0	0.0	0.0012804097311139564	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0012804097311139564	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012804097311139564	0.00510204081632653	0.0	0.0	0.0012804097311139564	0.0008703220191470844	39.86	0.4	234	71.38	9.5	7.6	12.3	7.03	13.25	6.74	7.0	5.017162082736794	38.06	2.1	2.902936010850726	434	14	2390	2591	23	577	739	25.1	0.04	1.3	234	233	232	587	586	585	173	368	0.4701	219	61	0.2785	137	30	0.219	1	0.08518	50	2	14	0.02385	2	18	0.03066	0.13
