id	overall_score	Ideas	Organization	Style	Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
17845	16	2	2	2	2	190	9	21.11111111111111	5.08	0.0374	14.29	0.06842105263157895	10	0.3684210526315789	0.010208546011375236	0.005263157894736842	0.00015698587127158556	0.005263157894736842	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.59	0.49	86	85.42	6.2	7.4	6.3	4.41	10.6	6.13	6.0	4.084969696969697	9.86	1.3	1.9446888888888894	149	5	658	671	9	176	208	19.6	0.05	1.2	86	85	84	177	176	175	53	93	0.5699	84	33	0.3929	9	5	0.5556	1	0.05085	9	2	8	0.0452	2	4	0.0226	0.44
17846	19	2	2	3	3	138	9	15.333333333333334	7.5	0.0093	8.4	0.08695652173913043	14	0.4420289855072464	0.008896018667055564	0.014492753623188406	0.0003139717425431711	0.0	0.0	0.014492753623188406	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.17	0.69	83	90.6	4.2	6.6	6.1	6.02	6.428571428571429	7.89	7.0	3.9214310344827585	7.33	1.3	1.468968965517242	92	3	478	499	8	116	144	14.5	0.07	1.2	83	82	81	120	119	118	58	74	0.7838	46	25	0.5435	17	16	0.9412	1	0.08333	10	2	3	0.025	2	1	0.00833	0.06
17847	17	2	2	2	3	208	11	18.90909090909091	5.88	0.028	19.33	0.08653846153846154	17	0.3798076923076923	0.01152107335569491	0.014423076923076924	0.00047095761381475666	0.009615384615384616	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004807692307692308	0.00016545334215751158	0.0	0.0	55.08	0.55	103	86.33	5.9	6.3	6.5	4.93	7.666666666666666	6.84	7.0	4.257518181818181	10.83	1.3	1.3775223529411762	155	3	716	737	10	187	223	18.7	0.05	1.2	103	102	101	187	186	185	63	96	0.6562	91	40	0.4396	20	12	0.6	1	0.1123	21	1	8	0.04278	1	3	0.01604	0.15
17849	14	2	2	2	2	182	10	18.2	6.06	0.0187	15.13	0.054945054945054944	9	0.34065934065934067	0.009041855038646638	0.04395604395604396	0.0012558869701726845	0.005494505494505495	0.00017006802721088434	0.016483516483516484	0.0006166495375128469	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005494505494505495	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.94	0.54	89	97.03	3.8	5.7	4.6	3.77	6.285714285714286	6.56	4.0	3.634590909090909	9.17	0.8	0.08889090909090891	150	2	607	624	10	165	182	16.5	0.06	1.1	89	88	87	165	164	163	55	84	0.6548	81	34	0.4198	14	11	0.7857	1	0.11515	19	2	9	0.05455	2	2	0.01212	0.14
17850	12	2	2	1	2	182	4	45.5	2.41	0.0467	14.29	0.06043956043956044	12	0.4010989010989011	0.010646055126148461	0.02197802197802198	0.0006279434850863422	0.01098901098901099	0.0003401360544217687	0.0	0.0	0.005494505494505495	0.00023282887077997672	0.01098901098901099	0.00048756704046806434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005494505494505495	0.00016545334215751158	0.0	0.0	58.43	0.58	97	49.49	20.0	11.9	25.6	7.1	18.333333333333332	9.24	20.0	9.219454545454544	10.05	2.3	8.471242424242423	133	7	668	684	3	165	205	55.0	0.02	1.2	97	96	95	166	165	164	62	88	0.7045	78	35	0.4487	19	13	0.6842	1	0.10241	17	2	16	0.09639	2	6	0.03614	0.32
17851	16	2	2	2	2	198	13	15.23076923076923	7.74	0.0187	10.92	0.10101010101010101	12	0.3282828282828283	0.009479364153419862	0.020202020202020204	0.0006279434850863422	0.0	0.0	0.005050505050505051	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005050505050505051	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.005050505050505051	0.0008703220191470844	55.36	0.55	93	86.44	5.8	5.8	6.8	4.93	10.2	7.58	6.0	4.073297405189621	9.86	1.5	1.0976086493679311	133	2	639	671	9	167	206	18.6	0.05	1.2	93	92	91	168	167	166	59	100	0.59	68	34	0.5	25	16	0.64	1	0.07738	13	2	11	0.06548	2	4	0.02381	0.16
17852	17	2	3	2	2	264	17	15.529411764705882	7.52	0.028	17.65	0.07575757575757576	26	0.3068181818181818	0.01181274609887706	0.03409090909090909	0.00141287284144427	0.011363636363636364	0.0005102040816326531	0.003787878787878788	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.88	0.51	115	71.38	9.5	8.5	10.8	6.22	10.2	7.54	11.0	5.369047197640118	13.84	2.0	3.2699937069813174	174	8	904	942	9	226	288	25.1	0.04	1.3	115	114	113	226	225	224	78	114	0.6842	112	37	0.3304	28	12	0.4286	1	0.09735	22	2	14	0.06195	2	20	0.0885	0.71
17853	16	2	2	2	2	104	8	13.0	8.6	0.0093	11.76	0.15384615384615385	18	0.3557692307692308	0.005395945748869768	0.04807692307692308	0.0007849293563579278	0.019230769230769232	0.0003401360544217687	0.009615384615384616	0.00020554984583761563	0.009615384615384616	0.00023282887077997672	0.0	0.0	0.009615384615384616	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.04	0.72	67	83.56	4.9	8.0	7.3	8.4	6.285714285714286	9.61	8.0	4.374751552795031	6.35	1.6	3.094224844720497	67	5	421	432	7	92	124	13.1	0.08	1.3	67	66	65	93	92	91	47	62	0.7581	31	20	0.6452	15	12	0.8	1	0.10753	10	2	3	0.03226	2	3	0.03226	0.2
17854	21	3	3	2	3	204	12	17.0	6.59	0.0374	10.08	0.058823529411764705	19	0.3872549019607843	0.01152107335569491	0.014705882352941176	0.00047095761381475666	0.0	0.0	0.004901960784313725	0.00020554984583761563	0.0	0.0	0.0	0.0	0.004901960784313725	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004901960784313725	0.0007173601147776184	0.0	0.0	0.0	0.0	0.0	0.0	0.004901960784313725	0.00510204081632653	0.004901960784313725	0.00016545334215751158	0.0	0.0	54.95	0.55	100	86.84	5.7	7.2	5.9	4.53	7.333333333333334	7.06	6.0	4.303002197802197	10.37	1.6	1.5196883516483513	145	5	684	706	10	182	226	18.2	0.05	1.2	100	99	98	182	181	180	65	107	0.6075	75	35	0.4667	16	9	0.5625	1	0.03297	6	3	10	0.05495	3	16	0.08791	1.0
17856	14	1	2	2	3	154	12	12.833333333333334	8.63	0.0	15.97	0.03896103896103896	13	0.35714285714285715	0.008021000437509114	0.01948051948051948	0.00047095761381475666	0.0	0.0	0.0	0.0	0.006493506493506494	0.00023282887077997672	0.0	0.0	0.0	0.0	0.006493506493506494	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.64	0.5	69	93.54	3.1	6.8	1.6	2.13	4.888888888888889	5.92	6.0	3.2765665467625897	7.48	0.9	0.8025247002398084	112	5	494	509	12	139	171	11.6	0.09	1.2	69	68	67	139	138	137	41	70	0.5857	69	28	0.4058	3	3	1.0	1	0.1295	18	1	1	0.00719	1	8	0.05755	2.67
17857	18	2	2	2	3	168	9	18.666666666666668	5.81	0.0374	13.45	0.041666666666666664	16	0.3392857142857143	0.008312673180691264	0.02976190476190476	0.0007849293563579278	0.005952380952380952	0.00017006802721088434	0.005952380952380952	0.00020554984583761563	0.005952380952380952	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.005952380952380952	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005952380952380952	0.00016545334215751158	0.0	0.0	52.26	0.52	81	85.93	6.0	8.5	7.0	5.46	11.2	7.16	6.0	4.434971405228758	8.99	1.6	2.8679941176470587	123	7	599	612	8	153	191	19.1	0.05	1.2	81	80	79	155	154	153	48	82	0.5854	73	33	0.4521	16	10	0.625	1	0.09032	14	2	5	0.03226	2	4	0.02581	0.25
