id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types	flesch_reading_ease	flesch_kincaid_grade	smog_index	automated_readability_index	coleman_liau_index	linsear_write_formula	dale_chall_readability_score	text_standard	spache_readability	reading_time	crawford	wiener_sachtextformel	monosyllabcount	polysyllabcount	letter_count	char_count	sentence_count	lexicon_count	syllable_count	ts_avg_len_sent	ts_avg_sent_per_word	ts_avg_syllab_per_word	nlemma_types	n_bigram_lemma_types	n_trigram_lemma_types	nlemmas	n_bigram_lemmas	n_trigram_lemmas	ncontent_types	ncontent_tokens	content_ttr	nfunction_tokens	nfunction_types	function_ttr	nouns_total	nouns_unique	ttr_nouns	determiners_unique	determiners_per_words	determiners_total	conjunctions_unique	conjunctions_total	conjunctions_per_words	pronouns_unique	pronouns_total	pronouns_density	pronouns_noun_ratio
3338	3	4	339	16	21.1875	5.35	0.0374	26.05	0.035398230088495575	39	0.24778761061946902	0.012250255213650285	0.035398230088495575	0.0018838304552590266	0.02359882005899705	0.0013605442176870747	0.011799410029498525	0.0008221993833504625	0.0	0.0	0.0029498525073746312	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.8	0.41	122	-222.54	118.3	0.0	149.2	10.01	7.857142857142858	20.96	0.0	43.982503355704694	20.08	4.0	51.55150604026844	216	35	1325	1367	1	298	455	298.0	0.0	1.5	122	121	120	299	298	297	79	138	0.5725	161	43	0.2671	24	18	0.75	1	0.08027	24	3	7	0.02341	3	26	0.08696	1.08
3339	4	3	505	21	24.047619047619047	4.54	0.028	35.29	0.023762376237623763	37	0.299009900990099	0.022021292110252298	0.0297029702970297	0.002354788069073783	0.009900990099009901	0.0008503401360544217	0.0039603960396039604	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.96	0.4	185	72.29	9.2	10.3	10.5	6.8	11.2	6.66	7.0	4.944423340961098	28.44	2.1	3.454065217391304	372	30	1888	1936	19	460	593	24.2	0.04	1.3	185	184	183	463	462	461	122	204	0.598	259	63	0.2432	32	18	0.5625	1	0.11663	54	3	11	0.02376	3	13	0.02808	0.41
3340	4	4	667	36	18.52777777777778	6.06	0.0374	33.61	0.053973013493253376	29	0.23088455772113944	0.022458801225025523	0.022488755622188907	0.002354788069073783	0.0014992503748125937	0.00017006802721088434	0.0	0.0	0.0014992503748125937	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0029985007496251873	0.0017406440382941688	31.65	0.32	188	76.76	7.5	8.2	8.8	7.02	6.428571428571429	6.0	9.0	4.046673355817875	37.58	1.9	2.475163732433951	467	24	2482	2558	30	593	771	19.8	0.05	1.3	188	187	186	594	593	592	127	301	0.4219	293	61	0.2082	70	24	0.3429	1	0.08923	53	2	15	0.02525	2	15	0.02525	0.21
3341	3	3	466	24	19.416666666666668	5.59	0.0187	31.09	0.05150214592274678	13	0.2854077253218884	0.01939623742161295	0.008583690987124463	0.0006279434850863422	0.004291845493562232	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002145922746781116	0.0008703220191470844	36.6	0.37	157	73.71	8.6	10.3	10.6	7.67	9.0	5.81	9.0	4.3233495934959345	26.46	2.3	3.3389078590785912	333	28	1744	1801	18	410	549	22.8	0.04	1.3	157	156	155	429	428	427	93	197	0.4721	232	64	0.2759	38	20	0.5263	1	0.05361	23	3	3	0.00699	3	19	0.04429	0.5
3342	4	4	558	35	15.942857142857143	7.09	0.028	43.7	0.023297491039426525	43	0.2974910394265233	0.02420883768411842	0.044802867383512544	0.003924646781789639	0.008960573476702509	0.0008503401360544217	0.0	0.0	0.0017921146953405018	0.00023282887077997672	0.0	0.0	0.005376344086021506	0.0008154389779831476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.72	0.44	216	72.46	7.1	9.6	8.4	8.58	5.5	6.33	8.0	3.8104214788264965	33.3	2.2	3.2121904420549576	352	40	2194	2267	31	486	689	15.7	0.06	1.4	216	215	214	494	493	492	152	280	0.5429	214	64	0.2991	56	24	0.4286	1	0.0668	33	2	11	0.02227	2	16	0.03239	0.29
3343	5	4	1073	41	26.170731707317074	4.12	0.0374	47.06	0.022367194780987885	43	0.17427772600186392	0.027271401487530992	0.010251630941286114	0.001726844583987441	0.004659832246039142	0.0008503401360544217	0.0027958993476234857	0.0006166495375128469	0.001863932898415657	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009319664492078285	0.0005494505494505495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0009319664492078285	0.0008703220191470844	23.14	0.23	230	69.96	10.1	10.8	11.9	7.14	11.4	6.03	12.0	4.957794627621512	61.48	2.3	4.105388969009742	763	66	4090	4185	37	982	1296	26.5	0.04	1.3	230	229	228	994	993	992	162	455	0.356	539	68	0.1262	103	37	0.3592	1	0.09759	97	4	30	0.03018	4	45	0.04527	0.44
3344	3	4	602	33	18.242424242424242	6.11	0.0467	37.82	0.03986710963455149	48	0.22425249169435216	0.0196879101647951	0.054817275747508304	0.005180533751962323	0.016611295681063124	0.0017006802721088435	0.006644518272425249	0.0008221993833504625	0.0016611295681063123	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.48	0.36	197	52.8	10.5	11.1	11.1	10.62	7.25	6.53	11.0	4.211795681598453	38.81	3.1	5.07710312600709	356	57	2574	2642	29	535	836	18.4	0.05	1.6	197	196	195	540	539	538	141	308	0.4578	232	56	0.2414	74	28	0.3784	1	0.0537	29	1	6	0.01111	1	37	0.06852	0.5
3345	3	3	310	8	38.75	2.76	0.0187	28.57	0.06451612903225806	22	0.3741935483870968	0.016917019104564678	0.03225806451612903	0.0015698587127158557	0.00967741935483871	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0032258064516129032	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.28	0.48	140	-8.75	38.3	17.5	46.3	7.92	14.0	10.09	39.0	14.987233449477351	17.8	3.3	15.849874332171893	215	19	1188	1212	3	287	404	95.7	0.01	1.4	140	139	138	290	289	288	90	129	0.6977	161	50	0.3106	21	16	0.7619	1	0.08966	26	1	10	0.03448	1	12	0.04138	0.57
3346	2	3	172	10	17.2	6.54	0.0093	23.53	0.023255813953488372	8	0.3430232558139535	0.008604345923873415	0.03488372093023256	0.0009419152276295133	0.023255813953488372	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.67	0.5	76	69.52	8.2	11.7	9.2	8.01	9.0	5.62	9.0	3.9268699664429527	9.89	2.5	4.46896577181208	112	18	650	673	8	149	212	18.6	0.05	1.4	76	75	74	153	152	151	40	74	0.5405	79	36	0.4557	7	5	0.7143	1	0.09804	15	2	2	0.01307	2	11	0.0719	1.57
3347	4	4	486	22	22.09090909090909	5.07	0.0374	34.45	0.024691358024691357	43	0.30246913580246915	0.021437946623887996	0.030864197530864196	0.002354788069073783	0.0102880658436214	0.0008503401360544217	0.00205761316872428	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00411522633744856	0.0006257822277847309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.47	0.41	180	64.14	10.3	11.5	12.0	8.71	7.428571428571429	6.69	12.0	5.067333333333334	28.81	2.7	4.8996408268733855	310	39	1906	1961	18	430	615	23.9	0.04	1.4	180	179	178	434	433	432	123	210	0.5857	224	57	0.2545	37	15	0.4054	1	0.08295	36	2	13	0.02995	2	25	0.0576	0.68
3348	4	3	364	8	45.5	2.49	0.0374	26.05	0.038461538461538464	19	0.2664835164835165	0.014146128044334258	0.024725274725274724	0.00141287284144427	0.0027472527472527475	0.00017006802721088434	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027472527472527475	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.45	0.36	117	-20.22	42.7	18.2	53.4	9.37	15.0	10.42	43.0	16.43503426791277	21.33	3.3	18.159543302180687	242	21	1409	1452	3	321	452	107.0	0.01	1.4	117	116	115	321	320	319	72	160	0.45	161	45	0.2795	45	15	0.3333	1	0.081	26	2	16	0.04984	2	12	0.03738	0.27
3349	3	4	327	19	17.210526315789473	6.53	0.028	27.73	0.01529051987767584	30	0.2996941896024465	0.014291964415925331	0.04892966360856269	0.002511773940345369	0.01529051987767584	0.0008503401360544217	0.0030581039755351682	0.00020554984583761563	0.0030581039755351682	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.05	0.46	134	67.59	8.9	11.1	11.2	9.52	8.833333333333334	6.91	9.0	4.628454703832752	20.08	2.6	4.623436236933797	216	27	1326	1367	14	287	408	20.5	0.05	1.4	134	133	132	291	290	289	84	150	0.56	141	50	0.3546	40	25	0.625	1	0.08247	24	1	8	0.02749	1	10	0.03436	0.25
3350	3	4	328	20	16.4	6.56	0.0187	28.57	0.04878048780487805	19	0.32926829268292684	0.01575032813183608	0.03353658536585366	0.001726844583987441	0.009146341463414634	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003048780487804878	0.0008703220191470844	45.25	0.45	138	87.96	5.2	7.9	6.0	4.93	5.0	6.11	5.0	3.814100262785526	17.14	1.5	1.0570362239741256	245	12	1130	1167	17	291	363	17.1	0.06	1.2	138	137	136	305	304	303	79	136	0.5809	169	59	0.3491	18	10	0.5556	1	0.11148	34	1	5	0.01639	1	17	0.05574	0.94
3351	4	4	409	18	22.72222222222222	4.68	0.0374	35.29	0.02444987775061125	37	0.3202933985330073	0.019104564678430802	0.03667481662591687	0.002354788069073783	0.019559902200488997	0.0013605442176870747	0.004889975550122249	0.00041109969167523125	0.0024449877750611247	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.64	0.44	168	63.02	10.7	12.2	12.1	8.42	10.166666666666666	6.81	11.0	5.212533333333333	24.61	2.7	5.3577466666666655	279	38	1641	1675	15	375	532	25.0	0.04	1.4	168	167	166	385	384	383	105	170	0.6176	215	63	0.293	21	15	0.7143	1	0.06494	25	3	13	0.03377	3	29	0.07532	1.38
3352	2	2	145	5	29.0	3.6	0.0093	15.97	0.04827586206896552	13	0.3931034482758621	0.008312673180691264	0.034482758620689655	0.0007849293563579278	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.8	0.52	72	68.64	10.6	9.9	14.7	10.04	10.8	7.29	11.0	5.56311654676259	9.61	2.4	5.310426187050359	103	7	648	654	5	139	187	27.8	0.04	1.3	72	71	70	139	138	137	41	61	0.6721	78	31	0.3974	19	10	0.5263	1	0.07914	11	1	6	0.04317	1	7	0.05036	0.37
3353	2	2	415	17	24.41176470588235	4.52	0.0467	34.45	0.02891566265060241	24	0.3469879518072289	0.021000437509114775	0.021686746987951807	0.00141287284144427	0.007228915662650603	0.0005102040816326531	0.0024096385542168677	0.00020554984583761563	0.0024096385542168677	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024096385542168677	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0024096385542168677	4.462492748449284e-05	0.0	0.0	0.004819277108433735	0.00033090668431502316	0.0	0.0	46.01	0.46	173	69.55	10.2	9.2	12.2	7.26	13.75	6.9	7.0	5.174793313069909	23.69	2.1	3.5888121580547105	304	16	1573	1613	14	376	479	26.9	0.04	1.3	173	172	171	376	375	374	113	174	0.6494	202	60	0.297	52	37	0.7115	1	0.06383	24	2	15	0.03989	2	23	0.06117	0.44
3354	3	3	217	11	19.727272727272727	5.61	0.0093	23.53	0.06912442396313365	17	0.3778801843317972	0.011958582470468136	0.041474654377880185	0.00141287284144427	0.013824884792626729	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.55	0.53	103	74.73	8.3	7.4	8.2	5.17	8.0	6.73	8.0	4.655585034013605	11.46	1.8	2.095785260770975	161	5	759	780	9	196	245	21.8	0.05	1.3	103	102	101	196	195	194	60	96	0.625	100	43	0.43	15	10	0.6667	1	0.08163	16	3	6	0.03061	3	10	0.05102	0.67
3355	3	3	397	21	18.904761904761905	5.88	0.0187	33.61	0.04785894206549118	26	0.29219143576826195	0.016917019104564678	0.022670025188916875	0.00141287284144427	0.010075566750629723	0.0006802721088435374	0.0025188916876574307	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025188916876574307	0.0008703220191470844	41.46	0.41	148	66.47	9.4	10.6	10.5	7.83	7.2857142857142865	6.68	8.0	4.5274284420289845	22.73	2.4	3.8011775362318847	257	27	1494	1547	16	345	476	21.6	0.05	1.4	148	147	146	357	356	355	95	173	0.5491	184	53	0.288	45	27	0.6	1	0.12325	44	3	15	0.04202	3	17	0.04762	0.38
3356	3	4	421	20	21.05	5.45	0.0187	31.93	0.023752969121140142	34	0.3016627078384798	0.0185212191920665	0.026128266033254157	0.001726844583987441	0.019002375296912115	0.0013605442176870747	0.004750593824228029	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.69	0.45	164	68.54	10.6	10.4	12.8	6.97	8.5	7.5	11.0	5.581663488027123	22.95	2.3	4.060542869251961	289	21	1501	1562	13	363	478	27.9	0.04	1.3	164	163	162	367	366	365	112	191	0.5864	176	52	0.2955	55	34	0.6182	1	0.11172	41	2	14	0.03815	2	12	0.0327	0.22
3357	3	3	482	19	25.36842105263158	4.35	0.0374	37.82	0.07883817427385892	34	0.3070539419087137	0.021583782995479073	0.024896265560165973	0.0018838304552590266	0.004149377593360996	0.0003401360544217687	0.006224066390041493	0.0006166495375128469	0.0	0.0	0.002074688796680498	0.00024378352023403217	0.0	0.0	0.002074688796680498	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002074688796680498	0.0004380201489268506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002074688796680498	0.0006056935190793458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002074688796680498	0.0008703220191470844	43.48	0.43	190	57.44	12.8	11.9	14.5	8.08	8.166666666666666	7.0	13.0	5.824277517564402	27.59	2.6	5.01509180327869	334	33	1823	1878	14	427	581	30.5	0.03	1.4	190	189	188	437	436	435	125	219	0.5708	218	65	0.2982	23	16	0.6957	1	0.09153	40	2	11	0.02517	2	29	0.06636	1.26
3358	3	3	441	16	27.5625	4.03	0.0374	33.61	0.06575963718820861	31	0.31065759637188206	0.019979582907977248	0.024943310657596373	0.001726844583987441	0.013605442176870748	0.0010204081632653062	0.0	0.0	0.0045351473922902496	0.00046565774155995343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022675736961451248	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0022675736961451248	0.0008703220191470844	45.59	0.46	181	52.36	14.8	12.4	16.9	7.85	14.25	7.58	8.0	6.532750523134155	25.09	2.7	5.627893094629156	303	29	1653	1708	11	391	530	35.5	0.03	1.4	181	180	179	397	396	395	119	199	0.598	198	62	0.3131	38	19	0.5	1	0.0932	37	2	13	0.03275	2	18	0.04534	0.47
3359	2	2	209	5	41.8	2.46	0.0187	22.69	0.1339712918660287	6	0.3062200956937799	0.009333527781828789	0.014354066985645933	0.00047095761381475666	0.004784688995215311	0.00017006802721088434	0.0	0.0	0.004784688995215311	0.00023282887077997672	0.0	0.0	0.0	0.0	0.004784688995215311	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004784688995215311	4.462492748449284e-05	0.004784688995215311	0.00510204081632653	0.0	0.0	0.0	0.0	38.92	0.39	79	3.31	37.8	0.0	46.9	5.89	18.333333333333332	10.27	38.0	15.266216417910448	11.34	2.4	14.723624875621887	177	6	762	772	2	201	246	100.5	0.01	1.2	79	78	77	203	202	201	44	91	0.4835	112	35	0.3125	10	7	0.7	1	0.0936	19	2	7	0.03448	2	17	0.08374	1.7
3360	4	3	298	13	22.923076923076923	4.83	0.0187	27.73	0.06375838926174497	19	0.31543624161073824	0.013708618929561033	0.03355704697986577	0.0015698587127158557	0.006711409395973154	0.0003401360544217687	0.003355704697986577	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003355704697986577	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	43.49	0.43	117	61.29	11.3	11.0	13.0	8.36	11.2	6.44	11.0	5.215685018726591	17.58	2.6	4.04549468164794	214	19	1166	1197	10	267	371	26.7	0.04	1.4	117	116	115	269	268	267	72	136	0.5294	133	45	0.3383	36	13	0.3611	1	0.10409	28	2	12	0.04461	2	13	0.04833	0.36
3361	4	4	526	29	18.137931034482758	6.39	0.028	37.82	0.024714828897338403	49	0.21673003802281368	0.016625346361382527	0.03231939163498099	0.0026687598116169543	0.026615969581749048	0.002380952380952381	0.0	0.0	0.0019011406844106464	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.89	0.38	172	62.17	8.9	11.4	10.1	9.22	7.7142857142857135	6.64	9.0	4.267982059496568	31.0	2.9	5.429829913043479	290	53	2017	2110	25	437	671	17.5	0.06	1.5	172	171	170	454	453	452	111	247	0.4494	207	61	0.2947	34	17	0.5	1	0.06828	31	1	3	0.00661	1	24	0.05286	0.71
3362	4	4	357	20	17.85	6.25	0.0093	31.09	0.0392156862745098	28	0.33053221288515405	0.01720869184774683	0.03081232492997199	0.001726844583987441	0.008403361344537815	0.0005102040816326531	0.0056022408963585435	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028011204481792717	0.00016545334215751158	0.0	0.0	46.25	0.46	148	59.64	9.9	11.1	10.4	8.88	7.857142857142858	6.36	10.0	4.4115	21.76	3.0	4.88115625	229	31	1444	1481	16	320	487	20.0	0.05	1.5	148	147	146	320	319	318	98	165	0.5939	155	50	0.3226	44	23	0.5227	1	0.10625	34	1	6	0.01875	1	6	0.01875	0.14
