id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	pct_transitions	pct_rel_trigrams	grammar_errors_ltp_by_words
3041	4	3	590	41	14.390243902439025	7.61	0.0561	36.97	0.06610169491525424
3042	4	4	356	20	17.8	6.56	0.0374	29.41	0.0449438202247191
3043	3	4	337	24	14.041666666666666	8.22	0.028	21.01	0.02967359050445104
3044	3	3	275	14	19.642857142857142	5.53	0.0093	23.53	0.05454545454545454
3045	4	3	419	31	13.516129032258064	8.56	0.028	33.61	0.06682577565632458
3046	3	3	263	12	21.916666666666668	5.11	0.0374	19.33	0.06844106463878327
3047	3	4	318	14	22.714285714285715	4.79	0.0187	17.65	0.03773584905660377
3048	3	4	589	36	16.36111111111111	6.77	0.0467	43.7	0.02037351443123939
3049	4	3	340	19	17.894736842105264	6.11	0.0093	28.57	0.04411764705882353
3050	2	2	371	20	18.55	5.99	0.0374	26.05	0.11320754716981132
3051	4	4	465	24	19.375	5.71	0.028	32.77	0.030107526881720432
3052	4	4	435	20	21.75	5.08	0.0561	34.45	0.01839080459770115
3053	3	3	419	20	20.95	5.31	0.0374	31.09	0.016706443914081145
3054	3	4	517	23	22.47826086956522	5.23	0.028	36.13	0.030947775628626693
3055	3	3	341	16	21.3125	5.06	0.0374	22.69	0.05571847507331378
3056	3	3	356	16	22.25	4.98	0.0374	31.09	0.10112359550561797
3057	3	3	130	7	18.571428571428573	5.79	0.0187	10.08	0.03076923076923077
3058	3	3	414	24	17.25	6.43	0.028	29.41	0.04830917874396135
3059	3	3	386	18	21.444444444444443	5.07	0.0374	33.61	0.03367875647668394
3060	4	3	405	18	22.5	4.7	0.028	26.89	0.05185185185185185
3061	3	3	354	13	27.23076923076923	4.01	0.0374	30.25	0.04519774011299435
3062	3	3	369	21	17.571428571428573	6.29	0.0187	26.05	0.018970189701897018
3063	4	4	396	15	26.4	4.25	0.0374	37.82	0.022727272727272728
3064	3	3	383	15	25.533333333333335	4.24	0.0187	27.73	0.05221932114882506
3065	3	3	142	8	17.75	6.02	0.0	15.97	0.056338028169014086
3066	1	1	76	2	38.0	2.82	0.0	8.4	0.17105263157894737
3067	4	4	474	24	19.75	5.49	0.0748	30.25	0.06329113924050633
3068	2	2	280	14	20.0	5.43	0.0	21.01	0.05357142857142857
3069	4	3	670	34	19.705882352941178	5.39	0.0467	32.77	0.058208955223880594
3070	3	3	322	13	24.76923076923077	4.5	0.0374	27.73	0.06521739130434782
3071	4	4	338	17	19.88235294117647	5.7	0.0467	28.57	0.047337278106508875
3072	4	4	770	32	24.0625	4.45	0.0561	41.18	0.05974025974025974
3073	4	4	1168	64	18.25	5.99	0.0935	50.42	0.017123287671232876
3074	4	4	647	22	29.40909090909091	3.69	0.028	46.22	0.02627511591962906
3075	4	4	681	25	27.24	3.97	0.0748	43.7	0.02936857562408223
3076	3	3	365	19	19.210526315789473	5.62	0.028	31.09	0.09041095890410959
3077	5	4	699	30	23.3	4.89	0.0467	39.5	0.017167381974248927
3078	3	3	491	13	37.76923076923077	2.77	0.0187	35.29	0.09775967413441955
3079	3	3	479	25	19.16	5.76	0.0187	33.61	0.033402922755741124
3080	4	4	522	28	18.642857142857142	5.96	0.0654	41.18	0.013409961685823755
3081	4	4	385	17	22.647058823529413	5.14	0.0093	34.45	0.04935064935064935
3082	3	3	257	3	85.66666666666667	1.16	0.028	24.37	0.1245136186770428
3083	3	3	345	7	49.285714285714285	2.08	0.0093	29.41	0.08115942028985507
3084	3	4	509	26	19.576923076923077	5.5	0.0467	46.22	0.03536345776031434
3085	3	4	206	11	18.727272727272727	5.88	0.0093	20.17	0.05825242718446602
3086	2	3	131	9	14.555555555555555	7.38	0.0	10.92	0.03816793893129771
3087	2	3	181	7	25.857142857142858	4.43	0.028	1.68	0.022099447513812154
3088	3	3	368	25	14.72	7.37	0.0187	32.77	0.06793478260869565
3089	3	4	343	14	24.5	4.53	0.0374	31.09	0.023323615160349854
3090	3	3	405	25	16.2	6.87	0.0093	35.29	0.01728395061728395
3091	2	2	192	8	24.0	4.52	0.0374	21.85	0.046875
3092	3	3	200	9	22.22222222222222	4.84	0.028	19.33	0.11
3093	3	3	295	15	19.666666666666668	5.98	0.0187	26.05	0.061016949152542375
3094	4	3	382	13	29.384615384615383	3.69	0.0467	30.25	0.028795811518324606
3095	2	2	162	6	27.0	3.97	0.0187	15.97	0.11728395061728394
3096	1	2	152	10	15.2	7.14	0.0187	13.45	0.06578947368421052
3097	3	3	533	27	19.74074074074074	5.97	0.0467	27.73	0.04127579737335835
3098	3	3	224	10	22.4	4.88	0.0187	26.05	0.08482142857142858
3099	4	4	648	22	29.454545454545453	3.64	0.0467	42.02	0.024691358024691357
3100	3	3	410	7	58.57142857142857	1.82	0.0187	30.25	0.12439024390243902
3101	3	3	226	12	18.833333333333332	6.15	0.0187	26.05	0.08849557522123894
3102	3	4	279	17	16.41176470588235	6.67	0.028	39.5	0.014336917562724014
3103	3	3	337	18	18.72222222222222	5.98	0.0187	22.69	0.06528189910979229
3104	5	4	709	39	18.17948717948718	6.03	0.028	52.94	0.05500705218617771
3105	3	4	237	17	13.941176470588236	8.06	0.0093	17.65	0.016877637130801686
3106	4	4	666	29	22.96551724137931	4.94	0.0467	44.54	0.010510510510510511
3107	3	4	499	15	33.266666666666666	3.39	0.0561	47.9	0.018036072144288578
3108	3	3	295	14	21.071428571428573	5.22	0.0187	26.05	0.010169491525423728
3109	3	3	495	21	23.571428571428573	4.88	0.028	33.61	0.08484848484848485
3110	3	3	249	11	22.636363636363637	5.09	0.0374	31.93	0.0963855421686747
3111	3	3	348	17	20.470588235294116	5.3	0.028	32.77	0.08045977011494253
3112	3	4	263	12	21.916666666666668	5.06	0.0374	22.69	0.015209125475285171
3113	3	4	287	16	17.9375	5.95	0.0374	21.01	0.027874564459930314
3114	4	4	602	28	21.5	5.3	0.0561	40.34	0.02159468438538206
3115	4	4	422	15	28.133333333333333	3.79	0.0093	34.45	0.023696682464454975
3116	3	4	280	15	18.666666666666668	5.91	0.0187	33.61	0.03214285714285714
3117	3	3	340	14	24.285714285714285	4.52	0.028	28.57	0.07058823529411765
3118	2	1	155	6	25.833333333333332	4.05	0.0187	18.49	0.14193548387096774
3119	4	4	552	25	22.08	4.89	0.0374	39.5	0.028985507246376812
3120	3	3	463	24	19.291666666666668	5.76	0.0561	37.82	0.05183585313174946
3121	4	4	467	16	29.1875	3.92	0.0561	40.34	0.021413276231263382
3122	4	3	460	20	23.0	4.87	0.028	30.25	0.041304347826086954
3123	4	4	304	14	21.714285714285715	5.17	0.0187	31.09	0.019736842105263157
3124	4	4	405	25	16.2	6.93	0.0374	32.77	0.03209876543209877
3125	4	4	694	29	23.93103448275862	4.4	0.0374	35.29	0.06484149855907781
3126	4	3	540	20	27.0	4.06	0.0654	36.97	0.08148148148148149
3127	3	3	462	23	20.08695652173913	5.53	0.0374	34.45	0.030303030303030304
3128	4	4	450	25	18.0	6.23	0.0654	36.97	0.03111111111111111
3129	4	3	1036	39	26.564102564102566	4.16	0.0467	49.58	0.04247104247104247
3130	4	4	488	19	25.68421052631579	4.18	0.0374	40.34	0.0389344262295082
3131	4	4	326	12	27.166666666666668	4.18	0.0093	27.73	0.018404907975460124
3132	3	3	460	23	20.0	5.91	0.0467	27.73	0.06086956521739131
3133	4	4	484	27	17.925925925925927	6.08	0.0374	37.82	0.03512396694214876
3134	4	3	513	24	21.375	5.04	0.0374	42.02	0.07212475633528265
3135	3	3	339	14	24.214285714285715	4.83	0.0187	26.89	0.06489675516224189
3136	4	4	461	25	18.44	5.97	0.0093	34.45	0.039045553145336226
3137	3	3	362	24	15.083333333333334	7.36	0.0187	35.29	0.03867403314917127
3138	4	4	371	17	21.823529411764707	5.06	0.0093	29.41	0.013477088948787063
3139	3	3	387	26	14.884615384615385	7.24	0.0093	33.61	0.10594315245478036
3140	4	3	447	14	31.928571428571427	3.36	0.0561	31.93	0.06263982102908278
3141	3	3	490	28	17.5	6.26	0.0187	34.45	0.026530612244897958
3142	4	4	513	16	32.0625	3.35	0.0654	35.29	0.01364522417153996
3143	3	3	379	14	27.071428571428573	4.09	0.028	27.73	0.06068601583113457
3144	4	4	339	16	21.1875	5.44	0.0467	29.41	0.05604719764011799
3145	4	4	588	34	17.294117647058822	6.3	0.028	36.97	0.04251700680272109
3146	3	4	234	11	21.272727272727273	4.98	0.0187	23.53	0.05555555555555555
3147	2	2	99	4	24.75	4.21	0.0093	0.0	0.06060606060606061
3148	3	2	214	8	26.75	4.0	0.0187	25.21	0.06074766355140187
3149	3	3	453	16	28.3125	3.77	0.0374	33.61	0.037527593818984545
3150	4	3	621	28	22.178571428571427	4.9	0.028	42.86	0.040257648953301126
3151	3	4	422	21	20.095238095238095	5.57	0.028	29.41	0.018957345971563982
3152	4	4	335	7	47.857142857142854	2.14	0.0374	32.77	0.08059701492537313
3153	4	3	809	38	21.289473684210527	5.18	0.0748	51.26	0.04449938195302843
3154	3	3	199	8	24.875	4.26	0.028	23.53	0.06030150753768844
3155	3	3	207	9	23.0	4.62	0.0093	22.69	0.0821256038647343
3156	4	4	326	15	21.733333333333334	4.95	0.028	31.09	0.07668711656441718
3157	4	4	524	28	18.714285714285715	5.88	0.0467	42.02	0.02099236641221374
3158	2	2	195	8	24.375	4.4	0.0187	14.29	0.11794871794871795
3159	1	2	196	9	21.77777777777778	5.0	0.0093	16.81	0.10204081632653061
3160	3	4	467	30	15.566666666666666	7.11	0.0374	27.73	0.02569593147751606
3161	3	3	431	24	17.958333333333332	6.2	0.0093	26.05	0.08120649651972157
3162	4	4	483	23	21.0	5.25	0.028	35.29	0.024844720496894408
3163	5	4	396	22	18.0	6.15	0.0	33.61	0.027777777777777776
3164	3	3	309	13	23.76923076923077	4.51	0.0093	23.53	0.08737864077669903
3165	4	4	307	15	20.466666666666665	5.54	0.0187	27.73	0.026058631921824105
3166	4	4	540	20	27.0	4.04	0.0467	36.97	0.020370370370370372
3167	3	4	255	20	12.75	8.47	0.0	17.65	0.06274509803921569
3168	4	4	356	18	19.77777777777778	5.79	0.0374	33.61	0.014044943820224719
3169	3	3	420	19	22.105263157894736	5.12	0.028	34.45	0.03333333333333333
3170	3	3	400	28	14.285714285714286	7.91	0.0374	26.05	0.0825
3171	5	4	612	38	16.105263157894736	6.92	0.0561	42.86	0.021241830065359478
3172	4	4	667	23	29.0	3.9	0.0374	42.02	0.025487256371814093
3173	3	3	540	28	19.285714285714285	5.71	0.0374	39.5	0.04259259259259259
3174	3	3	307	12	25.583333333333332	4.33	0.0	18.49	0.11726384364820847
3175	4	4	684	31	22.06451612903226	5.2	0.0374	48.74	0.024853801169590642
3176	4	4	579	24	24.125	4.55	0.0561	36.13	0.03626943005181347
3177	1	1	177	1	177.0	0.58	0.0093	16.81	0.1751412429378531
3178	4	4	371	18	20.61111111111111	5.54	0.0187	27.73	0.008086253369272238
3179	4	4	431	24	17.958333333333332	6.27	0.028	31.09	0.07192575406032482
3180	3	4	772	37	20.864864864864863	5.56	0.0374	48.74	0.012953367875647668
3181	4	4	673	31	21.70967741935484	5.12	0.0748	47.9	0.03714710252600297
3182	2	2	200	13	15.384615384615385	7.6	0.0187	18.49	0.13
3183	3	4	367	18	20.38888888888889	5.49	0.028	31.09	0.051771117166212535
3184	3	3	413	19	21.736842105263158	4.97	0.028	35.29	0.09685230024213075
3185	4	3	390	17	22.941176470588236	4.74	0.0187	26.89	0.04871794871794872
3186	2	2	327	11	29.727272727272727	3.49	0.0374	23.53	0.05198776758409786
3187	3	3	309	17	18.176470588235293	5.88	0.0093	24.37	0.05501618122977346
3188	3	3	451	12	37.583333333333336	2.96	0.0374	28.57	0.06430155210643015
3189	4	4	590	32	18.4375	6.02	0.0561	38.66	0.0288135593220339
3190	4	3	413	28	14.75	7.61	0.028	36.97	0.06537530266343826
3191	4	4	661	36	18.36111111111111	5.9	0.0374	34.45	0.05143721633888049
3192	3	3	212	11	19.272727272727273	5.61	0.0	21.01	0.05660377358490566
3193	3	3	411	19	21.63157894736842	4.99	0.0093	34.45	0.0413625304136253
3194	3	4	468	13	36.0	3.0	0.028	32.77	0.05555555555555555
3195	4	4	356	19	18.736842105263158	6.11	0.0374	29.41	0.028089887640449437
3196	4	3	633	18	35.166666666666664	3.14	0.028	36.13	0.06635071090047394
3197	3	3	257	14	18.357142857142858	6.01	0.028	28.57	0.038910505836575876
3198	2	3	260	11	23.636363636363637	4.58	0.028	20.17	0.06153846153846154
3199	4	3	393	24	16.375	6.88	0.028	34.45	0.04580152671755725
3200	4	3	628	23	27.304347826086957	3.92	0.028	42.86	0.03503184713375796
3201	4	4	389	21	18.523809523809526	6.25	0.0093	35.29	0.05398457583547558
3202	5	4	632	38	16.63157894736842	6.79	0.028	41.18	0.030063291139240507
3203	4	3	406	28	14.5	7.63	0.0467	32.77	0.03940886699507389
3204	3	3	399	19	21.0	5.51	0.028	36.13	0.08771929824561403
3205	3	3	340	15	22.666666666666668	4.81	0.0467	29.41	0.07058823529411765
3206	4	4	1051	38	27.657894736842106	4.0	0.0561	43.7	0.01807802093244529
3207	3	4	329	15	21.933333333333334	5.23	0.0467	32.77	0.05167173252279635
3208	4	4	437	19	23.0	4.71	0.0374	33.61	0.020594965675057208
3209	3	2	234	7	33.42857142857143	3.1	0.0187	21.85	0.14102564102564102
3210	4	4	512	27	18.962962962962962	6.15	0.028	35.29	0.02734375
3211	3	3	324	16	20.25	5.33	0.028	31.09	0.1111111111111111
3212	4	4	746	43	17.348837209302324	6.39	0.0374	52.94	0.010723860589812333
3213	4	4	524	28	18.714285714285715	5.82	0.028	34.45	0.026717557251908396
3214	4	4	750	26	28.846153846153847	3.92	0.028	42.86	0.03333333333333333
3215	3	3	199	8	24.875	4.21	0.028	15.13	0.10552763819095477
3216	4	4	575	18	31.944444444444443	3.42	0.0374	37.82	0.01217391304347826
3217	4	4	703	29	24.24137931034483	4.59	0.0374	46.22	0.02275960170697013
3218	3	4	361	15	24.066666666666666	4.69	0.0187	38.66	0.024930747922437674
3219	4	4	802	37	21.675675675675677	5.42	0.0841	49.58	0.01371571072319202
3220	3	3	534	27	19.77777777777778	5.54	0.0187	41.18	0.028089887640449437
3221	3	4	749	33	22.696969696969695	5.04	0.0467	36.97	0.03337783711615487
3222	3	2	179	6	29.833333333333332	3.59	0.028	19.33	0.1005586592178771
3223	3	3	356	22	16.181818181818183	6.88	0.0467	32.77	0.03651685393258427
3224	3	4	478	21	22.761904761904763	4.78	0.0187	36.97	0.04602510460251046
3225	4	4	269	13	20.692307692307693	5.33	0.0374	27.73	0.026022304832713755
3226	4	4	366	17	21.529411764705884	4.96	0.0561	28.57	0.03278688524590164
3227	3	3	490	19	25.789473684210527	4.14	0.0374	40.34	0.0653061224489796
3228	4	4	753	36	20.916666666666668	5.26	0.0561	45.38	0.017264276228419653
3229	4	4	444	13	34.15384615384615	3.17	0.0467	30.25	0.038288288288288286
3230	2	2	126	4	31.5	3.39	0.0093	10.92	0.11904761904761904
3231	4	4	863	44	19.613636363636363	5.65	0.0841	42.02	0.047508690614136734
3232	3	3	225	8	28.125	3.96	0.0187	30.25	0.06222222222222222
3233	3	3	384	21	18.285714285714285	5.9	0.028	32.77	0.015625
3234	3	3	348	17	20.470588235294116	5.33	0.0187	30.25	0.08908045977011494
3235	4	3	743	35	21.228571428571428	5.37	0.0561	43.7	0.018842530282637954
3236	4	4	582	34	17.11764705882353	6.59	0.0748	43.7	0.03264604810996564
3237	2	2	98	5	19.6	5.32	0.0187	13.45	0.11224489795918367
3238	2	2	269	11	24.454545454545453	4.33	0.0187	27.73	0.048327137546468404
3239	4	4	534	19	28.105263157894736	3.75	0.0374	37.82	0.07116104868913857
3240	2	2	281	14	20.071428571428573	5.3	0.0374	31.93	0.10676156583629894
3241	1	1	42	2	21.0	5.0	0.0187	5.04	0.23809523809523808
3242	4	4	438	21	20.857142857142858	5.37	0.0374	25.21	0.03424657534246575
3243	4	4	708	27	26.22222222222222	4.18	0.0561	47.9	0.03954802259887006
3244	2	3	151	10	15.1	7.19	0.0	17.65	0.039735099337748346
3245	2	2	73	4	18.25	5.71	0.0093	7.56	0.0410958904109589
3246	3	3	294	14	21.0	5.19	0.0093	27.73	0.034013605442176874
3247	4	4	582	27	21.555555555555557	4.94	0.0374	43.7	0.05326460481099656
3248	4	3	436	17	25.647058823529413	4.28	0.028	37.82	0.06422018348623854
3249	3	4	719	35	20.542857142857144	5.31	0.1028	47.9	0.03616133518776078
3250	2	1	126	8	15.75	6.72	0.0093	12.61	0.10317460317460317
3251	3	4	306	13	23.53846153846154	4.55	0.028	24.37	0.05555555555555555
3252	4	3	452	21	21.523809523809526	5.15	0.0093	30.25	0.03761061946902655
3253	4	4	525	25	21.0	5.26	0.0374	36.97	0.022857142857142857
3254	5	4	617	23	26.82608695652174	4.47	0.028	37.82	0.008103727714748784
3255	3	4	578	26	22.23076923076923	4.91	0.0187	36.97	0.029411764705882353
3256	3	2	266	12	22.166666666666668	4.86	0.028	21.01	0.11278195488721804
3257	1	1	100	5	20.0	5.0	0.0093	10.08	0.16
3258	4	4	679	23	29.52173913043478	3.65	0.0374	41.18	0.06332842415316642
3259	2	2	128	10	12.8	8.93	0.0187	15.13	0.0703125
3260	4	4	565	24	23.541666666666668	4.98	0.0561	33.61	0.049557522123893805
3261	4	4	654	30	21.8	5.15	0.0561	36.97	0.01834862385321101
3262	4	4	361	23	15.695652173913043	6.99	0.028	27.73	0.05263157894736842
3263	4	4	631	34	18.558823529411764	5.98	0.0374	36.97	0.025356576862123614
3264	2	3	168	5	33.6	3.07	0.0187	17.65	0.06547619047619048
3265	4	4	616	23	26.782608695652176	4.22	0.028	34.45	0.032467532467532464
3266	4	4	801	33	24.272727272727273	4.41	0.0374	46.22	0.02122347066167291
3267	3	4	405	17	23.823529411764707	4.97	0.0374	34.45	0.027160493827160494
3268	3	3	471	24	19.625	5.5	0.0467	29.41	0.025477707006369428
3269	4	4	517	20	25.85	4.15	0.0187	38.66	0.030947775628626693
3270	3	3	492	22	22.363636363636363	4.85	0.0374	31.09	0.032520325203252036
3271	4	3	742	18	41.22222222222222	2.71	0.0561	38.66	0.03773584905660377
3272	2	2	177	9	19.666666666666668	6.0	0.0	14.29	0.11299435028248588
3273	4	4	766	28	27.357142857142858	3.94	0.0654	41.18	0.033942558746736295
3274	4	4	418	17	24.58823529411765	4.42	0.0374	35.29	0.028708133971291867
3275	3	4	362	18	20.11111111111111	5.88	0.0374	23.53	0.052486187845303865
3276	3	4	526	24	21.916666666666668	4.89	0.0374	42.86	0.03612167300380228
3277	5	4	852	45	18.933333333333334	6.21	0.0561	51.26	0.014084507042253521
3278	4	4	667	38	17.55263157894737	6.14	0.0654	34.45	0.041979010494752625
3279	4	4	584	29	20.137931034482758	5.88	0.028	34.45	0.018835616438356163
3280	3	2	170	9	18.88888888888889	6.0	0.0187	16.81	0.07647058823529412
3281	4	3	731	27	27.074074074074073	4.07	0.0467	42.02	0.057455540355677154
3282	4	4	643	34	18.91176470588235	5.91	0.0374	36.97	0.03265940902021773
3283	3	3	501	10	50.1	2.0	0.028	31.09	0.09580838323353294
3284	4	4	284	16	17.75	6.25	0.028	30.25	0.017605633802816902
3285	4	4	356	20	17.8	6.02	0.0187	29.41	0.06741573033707865
3286	3	3	625	26	24.03846153846154	4.39	0.028	31.09	0.0464
3287	3	4	467	27	17.296296296296298	6.62	0.0467	42.02	0.017130620985010708
3288	4	4	493	18	27.38888888888889	3.97	0.0467	37.82	0.036511156186612576
3289	3	3	299	15	19.933333333333334	5.34	0.028	26.05	0.07023411371237458
3290	4	4	512	38	13.473684210526315	8.52	0.0	37.82	0.060546875
3291	5	4	808	34	23.764705882352942	4.81	0.0561	48.74	0.024752475247524754
3292	4	4	725	37	19.594594594594593	5.6	0.028	40.34	0.013793103448275862
3293	4	4	401	21	19.095238095238095	5.63	0.0374	35.29	0.059850374064837904
3294	4	4	435	23	18.91304347826087	5.78	0.0187	30.25	0.06436781609195402
3295	3	4	338	10	33.8	3.37	0.0187	26.89	0.011834319526627219
3296	4	4	469	24	19.541666666666668	5.73	0.0561	30.25	0.07249466950959488
3297	3	3	297	15	19.8	5.47	0.0187	25.21	0.04377104377104377
3298	4	4	728	40	18.2	6.57	0.0467	36.97	0.017857142857142856
3299	4	4	660	26	25.384615384615383	4.63	0.0467	36.97	0.010606060606060607
3300	4	3	529	23	23.0	4.78	0.0374	31.93	0.035916824196597356
3301	3	3	339	18	18.833333333333332	6.0	0.0187	28.57	0.061946902654867256
3302	4	4	525	25	21.0	5.41	0.0654	41.18	0.01904761904761905
3303	3	2	335	16	20.9375	5.19	0.0374	28.57	0.050746268656716415
3304	3	2	321	15	21.4	5.12	0.0187	25.21	0.018691588785046728
3305	3	3	378	29	13.03448275862069	8.53	0.028	26.05	0.12433862433862433
3306	5	4	592	43	13.767441860465116	8.25	0.0561	37.82	0.03209459459459459
3307	3	3	548	23	23.82608695652174	4.37	0.028	31.93	0.05291970802919708
3308	4	4	461	28	16.464285714285715	6.7	0.0374	31.09	0.04338394793926247
3309	4	4	483	27	17.88888888888889	6.11	0.0467	30.25	0.039337474120082816
3310	6	4	882	43	20.511627906976745	5.61	0.0187	50.42	0.01473922902494331
3311	4	4	648	40	16.2	6.86	0.0561	42.02	0.012345679012345678
3312	4	4	578	26	22.23076923076923	4.91	0.0093	32.77	0.03460207612456748
3313	3	4	340	17	20.0	5.38	0.0187	36.13	0.01764705882352941
3314	3	4	432	25	17.28	6.28	0.0374	34.45	0.02546296296296296
3315	4	3	534	29	18.413793103448278	6.16	0.0187	36.13	0.0449438202247191
3316	3	4	696	34	20.470588235294116	5.51	0.0561	40.34	0.02442528735632184
3317	3	2	476	24	19.833333333333332	5.43	0.0467	34.45	0.06092436974789916
3318	3	4	338	15	22.533333333333335	5.0	0.0093	35.29	0.03254437869822485
3319	3	3	281	21	13.380952380952381	8.14	0.0093	21.85	0.10320284697508897
3320	4	4	411	16	25.6875	4.1	0.0187	30.25	0.0170316301703163
3321	4	4	563	23	24.47826086956522	4.47	0.0561	33.61	0.06039076376554174
3322	3	3	287	15	19.133333333333333	5.66	0.0187	30.25	0.04878048780487805
3323	4	4	543	23	23.608695652173914	4.62	0.0374	36.97	0.014732965009208104
3324	3	3	206	15	13.733333333333333	7.94	0.0467	16.81	0.06310679611650485
3325	4	3	582	23	25.304347826086957	4.26	0.0467	40.34	0.037800687285223365
3326	3	3	343	17	20.176470588235293	5.33	0.0467	36.13	0.04664723032069971
3327	3	3	414	11	37.63636363636363	2.74	0.0374	29.41	0.07246376811594203
3328	3	3	360	17	21.176470588235293	4.97	0.0467	31.93	0.044444444444444446
