id	Writing_Applications	Language_Conventions	total_words	total_sentences	words_div_sentences	sent_density	difficult_words	proportion_vocab_list[a]_total_words	proportion_vocab_list[a]_headwords	proportion_vocab_list[accent]_total_words	proportion_vocab_list[accent]_headwords	proportion_vocab_list[abandon]_total_words	proportion_vocab_list[abandon]_headwords	proportion_vocab_list[abnormal]_total_words	proportion_vocab_list[abnormal]_headwords	proportion_vocab_list[abbey]_total_words	proportion_vocab_list[abbey]_headwords	proportion_vocab_list[abduct]_total_words	proportion_vocab_list[abduct]_headwords	proportion_vocab_list[abate]_total_words	proportion_vocab_list[abate]_headwords	proportion_vocab_list[aback]_total_words	proportion_vocab_list[aback]_headwords	proportion_vocab_list[abbot]_total_words	proportion_vocab_list[abbot]_headwords	proportion_vocab_list[abet]_total_words	proportion_vocab_list[abet]_headwords	proportion_vocab_list[abrasion]_total_words	proportion_vocab_list[abrasion]_headwords	proportion_vocab_list[aberrant]_total_words	proportion_vocab_list[aberrant]_headwords	proportion_vocab_list[abattoir]_total_words	proportion_vocab_list[abattoir]_headwords	proportion_vocab_list[abashed]_total_words	proportion_vocab_list[abashed]_headwords	proportion_vocab_list[abacus]_total_words	proportion_vocab_list[abacus]_headwords	proportion_vocab_list[abalone]_total_words	proportion_vocab_list[abalone]_headwords	proportion_vocab_list[abductee]_total_words	proportion_vocab_list[abductee]_headwords	proportion_vocab_list[aardvark]_total_words	proportion_vocab_list[aardvark]_headwords	proportion_vocab_list[abnegate]_total_words	proportion_vocab_list[abnegate]_headwords	proportion_vocab_list[abaya]_total_words	proportion_vocab_list[abaya]_headwords	proportion_vocab_list[abaft]_total_words	proportion_vocab_list[abaft]_headwords	proportion_vocab_list[abomasum]_total_words	proportion_vocab_list[abomasum]_headwords	proportion_vocab_list[abettor]_total_words	proportion_vocab_list[abettor]_headwords	proportion_vocab_list[acetal]_total_words	proportion_vocab_list[acetal]_headwords	proportion_vocab_list[ablaut]_total_words	proportion_vocab_list[ablaut]_headwords	proportion_vocab_list[a1]_total_words	proportion_vocab_list[a1]_headwords	proportion_vocab_list[ah]_total_words	proportion_vocab_list[ah]_headwords	proportion_vocab_list[absentminded]_total_words	proportion_vocab_list[absentminded]_headwords	proportion_vocab_list[aal]_total_words	proportion_vocab_list[aal]_headwords	unique_words	ttrr	num_types
2988	3	3	374	17	22.0	5.0	16	0.2807486631016043	0.015312819017062855	0.02406417112299465	0.00141287284144427	0.00267379679144385	0.00017006802721088434	0.0	0.0	0.00267379679144385	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.06	0.37	126
2989	3	3	349	18	19.38888888888889	5.64	29	0.3495702005730659	0.017792037334111128	0.04871060171919771	0.0026687598116169543	0.014326647564469915	0.0008503401360544217	0.0028653295128939827	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028653295128939827	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0	0.0	49.53	0.5	158
2990	5	4	548	29	18.896551724137932	5.94	71	0.2664233576642336	0.021292110252296922	0.04562043795620438	0.003924646781789639	0.025547445255474453	0.002380952380952381	0.010948905109489052	0.0012332990750256938	0.0036496350364963502	0.00046565774155995343	0.0018248175182481751	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0072992700729927005	0.0006618133686300463	0.0	0.0	45.49	0.45	222
2991	3	4	363	12	30.25	3.59	26	0.3526170798898072	0.018667055563657577	0.03856749311294766	0.002197802197802198	0.008264462809917356	0.0005102040816326531	0.0	0.0	0.0027548209366391185	0.00023282887077997672	0.0	0.0	0.0027548209366391185	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027548209366391185	0.00016545334215751158	0.008264462809917356	0.0026109660574412533	49.4	0.49	165
2992	3	2	107	5	21.4	5.15	13	0.3644859813084112	0.005687618492051918	0.08411214953271028	0.00141287284144427	0.009345794392523364	0.00017006802721088434	0.009345794392523364	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.76	0.59	57
2993	3	3	394	17	23.176470588235293	4.72	39	0.3553299492385787	0.020417092022750473	0.03553299492385787	0.002197802197802198	0.012690355329949238	0.0008503401360544217	0.0025380710659898475	0.00020554984583761563	0.0025380710659898475	0.00023282887077997672	0.0025380710659898475	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025380710659898475	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0025380710659898475	0.0008703220191470844	51.11	0.51	184
2994	4	4	733	39	18.794871794871796	5.86	38	0.19918144611186903	0.021292110252296922	0.015006821282401092	0.001726844583987441	0.009549795361527967	0.0011904761904761906	0.001364256480218281	0.00020554984583761563	0.001364256480218281	0.00023282887077997672	0.0	0.0	0.0	0.0	0.001364256480218281	0.0002924831822170225	0.001364256480218281	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001364256480218281	4.462492748449284e-05	0.0	0.0	0.001364256480218281	0.00016545334215751158	0.001364256480218281	0.0008703220191470844	28.42	0.28	189
2995	3	3	373	13	28.692307692307693	3.9	22	0.2761394101876676	0.015021146273880705	0.03485254691689008	0.0020408163265306124	0.005361930294906166	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.24	0.4	134
2996	1	2	204	5	40.8	3.31	32	0.27941176470588236	0.008312673180691264	0.029411764705882353	0.0009419152276295133	0.014705882352941176	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.93	0.61	92
2997	3	3	377	21	17.952380952380953	6.14	17	0.27851458885941643	0.015312819017062855	0.021220159151193633	0.0012558869701726845	0.007957559681697613	0.0005102040816326531	0.0	0.0	0.0	0.0	0.002652519893899204	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.26	0.36	124
2998	3	2	348	11	31.636363636363637	3.32	12	0.3045977011494253	0.01545865538865393	0.005747126436781609	0.0003139717425431711	0.0028735632183908046	0.00017006802721088434	0.008620689655172414	0.0006166495375128469	0.0028735632183908046	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0028735632183908046	0.00047938638542665386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.67	0.39	128
2999	3	3	337	19	17.736842105263158	6.48	15	0.2344213649851632	0.01152107335569491	0.017804154302670624	0.0009419152276295133	0.011869436201780416	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005934718100890208	0.000584966364434045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002967359050445104	0.0008703220191470844	35.49	0.35	104
3000	3	3	237	9	26.333333333333332	4.43	32	0.3291139240506329	0.011375236984103835	0.03375527426160337	0.0012558869701726845	0.029535864978902954	0.0011904761904761906	0.012658227848101266	0.0006166495375128469	0.0	0.0	0.004219409282700422	0.00024378352023403217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004219409282700422	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.1	0.6	122
3001	4	4	566	23	24.608695652173914	4.47	32	0.24381625441696114	0.020125419279568325	0.022968197879858657	0.0020408163265306124	0.0017667844522968198	0.00017006802721088434	0.0	0.0	0.0017667844522968198	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0017667844522968198	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.98	0.34	175
3002	3	3	588	22	26.727272727272727	4.34	31	0.2585034013605442	0.022167128481843372	0.013605442176870748	0.0012558869701726845	0.011904761904761904	0.0011904761904761906	0.0017006802721088435	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0017006802721088435	4.462492748449284e-05	0.0	0.0	0.0	0.0	0.0017006802721088435	0.0008703220191470844	37.67	0.38	191
3003	4	3	428	18	23.77777777777778	4.57	59	0.3247663551401869	0.0202712556511594	0.056074766355140186	0.0037676609105180532	0.018691588785046728	0.0013605442176870747	0.0	0.0	0.002336448598130841	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.75	0.5	196
3004	4	4	212	11	19.272727272727273	5.5	24	0.4481132075471698	0.013854455301152107	0.02830188679245283	0.0009419152276295133	0.018867924528301886	0.0006802721088435374	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0047169811320754715	0.000517063081695967	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.58	116
3005	2	2	93	5	18.6	6.02	9	0.4731182795698925	0.006416800350007292	0.053763440860215055	0.0007849293563579278	0.021505376344086023	0.0003401360544217687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.67	0.69	57
3006	3	3	313	15	20.866666666666667	5.3	27	0.3769968051118211	0.01720869184774683	0.025559105431309903	0.0012558869701726845	0.025559105431309903	0.0013605442176870747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003194888178913738	0.0008703220191470844	51.59	0.52	146
3007	3	3	320	20	16.0	6.85	23	0.3375	0.01575032813183608	0.025	0.0012558869701726845	0.015625	0.0008503401360544217	0.0	0.0	0.003125	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003125	0.00510204081632653	0.0	0.0	0.0	0.0	46.23	0.46	135
3008	4	4	486	38	12.789473684210526	8.92	23	0.3045267489711934	0.021583782995479073	0.018518518518518517	0.00141287284144427	0.00823045267489712	0.0006802721088435374	0.00205761316872428	0.00020554984583761563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00205761316872428	0.00031289111389236547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.61	0.41	173
3009	3	4	386	16	24.125	4.56	35	0.2823834196891192	0.015896164503427155	0.046632124352331605	0.00282574568288854	0.010362694300518135	0.0006802721088435374	0.0051813471502590676	0.00041109969167523125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025906735751295338	0.00036310820624546115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.03	0.39	137
3010	3	2	196	8	24.5	4.55	9	0.3673469387755102	0.010500218754557387	0.00510204081632653	0.00015698587127158556	0.00510204081632653	0.00017006802721088434	0.01020408163265306	0.00041109969167523125	0.0	0.0	0.0	0.0	0.00510204081632653	0.0002718129926610492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00510204081632653	0.0008703220191470844	50.57	0.51	89
3011	4	3	472	23	20.52173913043478	5.67	34	0.2902542372881356	0.019979582907977248	0.014830508474576272	0.001098901098901099	0.00847457627118644	0.0006802721088435374	0.0	0.0	0.00211864406779661	0.00023282887077997672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00211864406779661	0.00043497172683775554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.33	0.44	180
3012	3	3	330	22	15.0	7.43	17	0.2636363636363636	0.01268776432842351	0.02727272727272727	0.00141287284144427	0.00909090909090909	0.0005102040816326531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030303030303030303	0.0002924831822170225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.53	0.4	117
3013	4	4	487	27	18.037037037037038	6.14	52	0.25667351129363447	0.018229546448884353	0.04106776180698152	0.0031397174254317113	0.02053388090349076	0.0017006802721088435	0.012320328542094456	0.0012332990750256938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002053388090349076	0.00031289111389236547	0.0	0.0	0.002053388090349076	0.0003399048266485384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.59	0.42	183
